agreement_rule,scope,condition_id,instance_id,true_label,category,hog_meets_correct_rule,lbp_meets_correct_rule,resnet18_meets_correct_rule,mobilenet_v3_small_meets_correct_rule
majority,severe_harmful_flip,resolution_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,394_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,405_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,408_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,464_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,563_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,580_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,591_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,598_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,824_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,32_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,32_1,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,46_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,51_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,54_1,hide_craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,57_1,surface_injure,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,61_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,61_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,61_2,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,65_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,73_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,81_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,81_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,88_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,166_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,167_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,167_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,198_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,216_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,234_0,surface_injure,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,238_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,238_1,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,252_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,318_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,326_0,surface_injure,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,326_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,370_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,370_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,389_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,394_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,405_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,408_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,447_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,447_1,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,464_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,479_1,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,563_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,566_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,591_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,598_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,600_0,hide_craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,brightness_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,46_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,51_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,61_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,61_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,61_2,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,73_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,81_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,167_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,198_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,214_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,238_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,326_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,394_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,469_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,476_0,surface_injure,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,479_1,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,563_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,566_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,580_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,591_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,jpeg_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
