source_image_id,split,group_unit
621,validation,source_image_after_curated_duplicate_group_exclusion
622,train,source_image_after_curated_duplicate_group_exclusion
623,test,source_image_after_curated_duplicate_group_exclusion
624,train,source_image_after_curated_duplicate_group_exclusion
625,train,source_image_after_curated_duplicate_group_exclusion
626,train,source_image_after_curated_duplicate_group_exclusion
627,train,source_image_after_curated_duplicate_group_exclusion
628,train,source_image_after_curated_duplicate_group_exclusion
629,train,source_image_after_curated_duplicate_group_exclusion
630,train,source_image_after_curated_duplicate_group_exclusion
631,train,source_image_after_curated_duplicate_group_exclusion
632,train,source_image_after_curated_duplicate_group_exclusion
633,test,source_image_after_curated_duplicate_group_exclusion
634,train,source_image_after_curated_duplicate_group_exclusion
635,train,source_image_after_curated_duplicate_group_exclusion
636,train,source_image_after_curated_duplicate_group_exclusion
637,train,source_image_after_curated_duplicate_group_exclusion
638,train,source_image_after_curated_duplicate_group_exclusion
639,train,source_image_after_curated_duplicate_group_exclusion
641,train,source_image_after_curated_duplicate_group_exclusion
642,test,source_image_after_curated_duplicate_group_exclusion
643,test,source_image_after_curated_duplicate_group_exclusion
644,train,source_image_after_curated_duplicate_group_exclusion
645,train,source_image_after_curated_duplicate_group_exclusion
646,validation,source_image_after_curated_duplicate_group_exclusion
647,train,source_image_after_curated_duplicate_group_exclusion
648,train,source_image_after_curated_duplicate_group_exclusion
649,train,source_image_after_curated_duplicate_group_exclusion
650,test,source_image_after_curated_duplicate_group_exclusion
651,train,source_image_after_curated_duplicate_group_exclusion
652,train,source_image_after_curated_duplicate_group_exclusion
653,train,source_image_after_curated_duplicate_group_exclusion
654,validation,source_image_after_curated_duplicate_group_exclusion
655,test,source_image_after_curated_duplicate_group_exclusion
656,validation,source_image_after_curated_duplicate_group_exclusion
657,train,source_image_after_curated_duplicate_group_exclusion
658,test,source_image_after_curated_duplicate_group_exclusion
659,train,source_image_after_curated_duplicate_group_exclusion
660,train,source_image_after_curated_duplicate_group_exclusion
661,validation,source_image_after_curated_duplicate_group_exclusion
662,train,source_image_after_curated_duplicate_group_exclusion
663,test,source_image_after_curated_duplicate_group_exclusion
664,train,source_image_after_curated_duplicate_group_exclusion
665,validation,source_image_after_curated_duplicate_group_exclusion
666,train,source_image_after_curated_duplicate_group_exclusion
667,train,source_image_after_curated_duplicate_group_exclusion
669,validation,source_image_after_curated_duplicate_group_exclusion
670,train,source_image_after_curated_duplicate_group_exclusion
671,test,source_image_after_curated_duplicate_group_exclusion
672,train,source_image_after_curated_duplicate_group_exclusion
673,train,source_image_after_curated_duplicate_group_exclusion
674,validation,source_image_after_curated_duplicate_group_exclusion
675,validation,source_image_after_curated_duplicate_group_exclusion
676,train,source_image_after_curated_duplicate_group_exclusion
677,test,source_image_after_curated_duplicate_group_exclusion
678,train,source_image_after_curated_duplicate_group_exclusion
679,train,source_image_after_curated_duplicate_group_exclusion
680,train,source_image_after_curated_duplicate_group_exclusion
681,train,source_image_after_curated_duplicate_group_exclusion
682,train,source_image_after_curated_duplicate_group_exclusion
683,train,source_image_after_curated_duplicate_group_exclusion
684,train,source_image_after_curated_duplicate_group_exclusion
685,validation,source_image_after_curated_duplicate_group_exclusion
686,test,source_image_after_curated_duplicate_group_exclusion
687,validation,source_image_after_curated_duplicate_group_exclusion
688,train,source_image_after_curated_duplicate_group_exclusion
689,test,source_image_after_curated_duplicate_group_exclusion
690,train,source_image_after_curated_duplicate_group_exclusion
691,train,source_image_after_curated_duplicate_group_exclusion
692,train,source_image_after_curated_duplicate_group_exclusion
693,train,source_image_after_curated_duplicate_group_exclusion
694,train,source_image_after_curated_duplicate_group_exclusion
695,train,source_image_after_curated_duplicate_group_exclusion
696,test,source_image_after_curated_duplicate_group_exclusion
697,train,source_image_after_curated_duplicate_group_exclusion
698,validation,source_image_after_curated_duplicate_group_exclusion
699,test,source_image_after_curated_duplicate_group_exclusion
701,test,source_image_after_curated_duplicate_group_exclusion
702,train,source_image_after_curated_duplicate_group_exclusion
703,train,source_image_after_curated_duplicate_group_exclusion
704,test,source_image_after_curated_duplicate_group_exclusion
705,train,source_image_after_curated_duplicate_group_exclusion
706,validation,source_image_after_curated_duplicate_group_exclusion
707,train,source_image_after_curated_duplicate_group_exclusion
708,train,source_image_after_curated_duplicate_group_exclusion
709,train,source_image_after_curated_duplicate_group_exclusion
710,train,source_image_after_curated_duplicate_group_exclusion
711,train,source_image_after_curated_duplicate_group_exclusion
712,train,source_image_after_curated_duplicate_group_exclusion
713,train,source_image_after_curated_duplicate_group_exclusion
714,train,source_image_after_curated_duplicate_group_exclusion
715,train,source_image_after_curated_duplicate_group_exclusion
716,train,source_image_after_curated_duplicate_group_exclusion
717,train,source_image_after_curated_duplicate_group_exclusion
719,train,source_image_after_curated_duplicate_group_exclusion
720,train,source_image_after_curated_duplicate_group_exclusion
721,test,source_image_after_curated_duplicate_group_exclusion
722,train,source_image_after_curated_duplicate_group_exclusion
723,train,source_image_after_curated_duplicate_group_exclusion
724,validation,source_image_after_curated_duplicate_group_exclusion
725,train,source_image_after_curated_duplicate_group_exclusion
726,train,source_image_after_curated_duplicate_group_exclusion
727,train,source_image_after_curated_duplicate_group_exclusion
728,train,source_image_after_curated_duplicate_group_exclusion
729,train,source_image_after_curated_duplicate_group_exclusion
730,validation,source_image_after_curated_duplicate_group_exclusion
731,train,source_image_after_curated_duplicate_group_exclusion
732,train,source_image_after_curated_duplicate_group_exclusion
733,train,source_image_after_curated_duplicate_group_exclusion
734,train,source_image_after_curated_duplicate_group_exclusion
736,validation,source_image_after_curated_duplicate_group_exclusion
737,train,source_image_after_curated_duplicate_group_exclusion
738,validation,source_image_after_curated_duplicate_group_exclusion
739,validation,source_image_after_curated_duplicate_group_exclusion
740,validation,source_image_after_curated_duplicate_group_exclusion
741,train,source_image_after_curated_duplicate_group_exclusion
742,train,source_image_after_curated_duplicate_group_exclusion
754,train,source_image_after_curated_duplicate_group_exclusion
756,train,source_image_after_curated_duplicate_group_exclusion
757,train,source_image_after_curated_duplicate_group_exclusion
765,validation,source_image_after_curated_duplicate_group_exclusion
787,validation,source_image_after_curated_duplicate_group_exclusion
809,validation,source_image_after_curated_duplicate_group_exclusion
818,train,source_image_after_curated_duplicate_group_exclusion
824,test,source_image_after_curated_duplicate_group_exclusion
834,train,source_image_after_curated_duplicate_group_exclusion
835,validation,source_image_after_curated_duplicate_group_exclusion
839,train,source_image_after_curated_duplicate_group_exclusion
863,test,source_image_after_curated_duplicate_group_exclusion
864,test,source_image_after_curated_duplicate_group_exclusion
871,train,source_image_after_curated_duplicate_group_exclusion
874,train,source_image_after_curated_duplicate_group_exclusion
875,test,source_image_after_curated_duplicate_group_exclusion
880,train,source_image_after_curated_duplicate_group_exclusion
883,train,source_image_after_curated_duplicate_group_exclusion
885,train,source_image_after_curated_duplicate_group_exclusion
893,train,source_image_after_curated_duplicate_group_exclusion
894,train,source_image_after_curated_duplicate_group_exclusion
895,train,source_image_after_curated_duplicate_group_exclusion
920,validation,source_image_after_curated_duplicate_group_exclusion
932,train,source_image_after_curated_duplicate_group_exclusion
945,train,source_image_after_curated_duplicate_group_exclusion
955,validation,source_image_after_curated_duplicate_group_exclusion
963,train,source_image_after_curated_duplicate_group_exclusion
965,train,source_image_after_curated_duplicate_group_exclusion
969,train,source_image_after_curated_duplicate_group_exclusion
980,train,source_image_after_curated_duplicate_group_exclusion
984,train,source_image_after_curated_duplicate_group_exclusion
986,train,source_image_after_curated_duplicate_group_exclusion
992,train,source_image_after_curated_duplicate_group_exclusion
997,train,source_image_after_curated_duplicate_group_exclusion
998,train,source_image_after_curated_duplicate_group_exclusion
1002,train,source_image_after_curated_duplicate_group_exclusion
1004,train,source_image_after_curated_duplicate_group_exclusion
1007,train,source_image_after_curated_duplicate_group_exclusion
1008,train,source_image_after_curated_duplicate_group_exclusion
1010,train,source_image_after_curated_duplicate_group_exclusion
1017,test,source_image_after_curated_duplicate_group_exclusion
1019,train,source_image_after_curated_duplicate_group_exclusion
1046,train,source_image_after_curated_duplicate_group_exclusion
1048,train,source_image_after_curated_duplicate_group_exclusion
1060,train,source_image_after_curated_duplicate_group_exclusion
1061,train,source_image_after_curated_duplicate_group_exclusion
1063,train,source_image_after_curated_duplicate_group_exclusion
1064,train,source_image_after_curated_duplicate_group_exclusion
