instance_id,source_image_id,image_filename,object_index,raw_label,canonical_label_if_unambiguous,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area_pixels,bbox_area_fraction,bbox_aspect_ratio,bbox_center_x,bbox_center_y,official_split,pose,truncated,difficult,bbox_issues
116_0,116,116.jpg,0,surface_injure,surface_injure,491,670,536,714,46,45,2070,0.0019741058349609375,1.0222222222222221,513.5,692.0,train,Unspecified,0,0,
116_1,116,116.jpg,1,hide_craze,hide_craze,456,450,481,516,26,67,1742,0.0016613006591796875,0.3880597014925373,468.5,483.0,train,Unspecified,0,0,
116_2,116,116.jpg,2,hide_craze,hide_craze,437,86,486,439,50,354,17700,0.016880035400390625,0.14124293785310735,461.5,262.5,train,Unspecified,0,0,
117_0,117,117.jpg,0,craze,craze,402,356,1023,1008,622,653,406166,0.38735008239746094,0.9525267993874426,712.5,682.0,validation,Unspecified,0,0,
118_0,118,118.jpg,0,surface_injure,surface_injure,695,277,814,1002,120,726,87120,0.0830841064453125,0.1652892561983471,754.5,639.5,train,Unspecified,0,0,
119_0,119,119.jpg,0,thunderstrike,thunderstrike,547,449,639,642,93,194,18042,0.017206192016601562,0.4793814432989691,593.0,545.5,train,Unspecified,0,0,
120_0,120,120.jpg,0,corrosion,corrosion,512,13,647,988,136,976,132736,0.1265869140625,0.13934426229508196,579.5,500.5,train,Unspecified,0,0,
121_0,121,121.jpg,0,hide_craze,hide_craze,722,13,1012,242,291,230,66930,0.06382942199707031,1.2652173913043478,867.0,127.5,train,Unspecified,0,0,
122_0,122,122.jpg,0,hide_craze,hide_craze,89,431,336,472,248,42,10416,0.0099334716796875,5.904761904761905,212.5,451.5,train,Unspecified,0,0,
122_1,122,122.jpg,1,hide_craze,hide_craze,762,281,991,306,230,26,5980,0.005702972412109375,8.846153846153847,876.5,293.5,train,Unspecified,0,0,
123_0,123,123.jpg,0,craze,craze,459,20,561,208,103,189,19467,0.01856517791748047,0.544973544973545,510.0,114.0,validation,Unspecified,0,0,
123_1,123,123.jpg,1,craze,craze,481,222,595,581,115,360,41400,0.03948211669921875,0.3194444444444444,538.0,401.5,validation,Unspecified,0,0,
123_2,123,123.jpg,2,craze,craze,492,606,620,944,129,339,43731,0.04170513153076172,0.3805309734513274,556.0,775.0,validation,Unspecified,0,0,
124_0,124,124.jpg,0,hide_craze,hide_craze,173,13,295,1008,123,996,122508,0.11683273315429688,0.12349397590361445,234.0,510.5,train,Unspecified,0,0,
125_0,125,125.jpg,0,hide_craze,hide_craze,330,538,819,569,490,32,15680,0.01495361328125,15.3125,574.5,553.5,train,Unspecified,0,0,
125_1,125,125.jpg,1,hide_craze,hide_craze,928,544,1023,569,96,26,2496,0.00238037109375,3.6923076923076925,975.5,556.5,train,Unspecified,0,0,
126_0,126,126.jpg,0,craze,craze,56,664,164,872,109,209,22781,0.02172565460205078,0.5215311004784688,110.0,768.0,train,Unspecified,0,0,
126_1,126,126.jpg,1,craze,craze,594,110,702,706,109,597,65073,0.062058448791503906,0.18257956448911222,648.0,408.0,train,Unspecified,0,0,
126_2,126,126.jpg,2,craze,craze,336,339,572,681,237,343,81291,0.07752513885498047,0.6909620991253644,454.0,510.0,train,Unspecified,0,0,
126_3,126,126.jpg,3,surface_injure,surface_injure,694,3,1000,156,307,154,47278,0.04508781433105469,1.9935064935064934,847.0,79.5,train,Unspecified,0,0,
127_0,127,127.jpg,0,surface_injure,surface_injure,1,2,117,980,117,979,114543,0.1092367172241211,0.1195097037793667,59.0,491.0,train,Unspecified,1,0,
127_1,127,127.jpg,1,surface_injure,surface_injure,125,1,812,391,688,391,269008,0.2565460205078125,1.7595907928388748,468.5,196.0,train,Unspecified,1,0,
128_0,128,128.jpg,0,surface_injure,surface_injure,427,780,534,836,108,57,6156,0.005870819091796875,1.894736842105263,480.5,808.0,validation,Unspecified,0,0,
129_0,129,129.jpg,0,hide_craze,hide_craze,422,1,562,964,141,964,135924,0.12962722778320312,0.1462655601659751,492.0,482.5,train,Unspecified,1,0,
130_0,130,130.jpg,0,crack,crack,100,233,170,583,71,351,24921,0.023766517639160156,0.2022792022792023,135.0,408.0,train,Unspecified,0,0,
130_1,130,130.jpg,1,crack,crack,420,8,697,469,278,462,128436,0.12248611450195312,0.6017316017316018,558.5,238.5,train,Unspecified,0,0,
131_0,131,131.jpg,0,surface_injure,surface_injure,391,650,520,830,130,181,23530,0.022439956665039062,0.7182320441988951,455.5,740.0,validation,Unspecified,0,0,
132_0,132,132.jpg,0,corrosion,corrosion,550,585,956,674,407,90,36630,0.03493309020996094,4.522222222222222,753.0,629.5,train,Unspecified,0,0,
132_1,132,132.jpg,1,corrosion,corrosion,267,513,530,592,264,80,21120,0.0201416015625,3.3,398.5,552.5,train,Unspecified,0,0,
133_0,133,133.jpg,0,crack,crack,420,50,555,630,136,581,79016,0.07535552978515625,0.23407917383820998,487.5,340.0,train,Unspecified,0,0,
134_0,134,134.jpg,0,crack,crack,472,252,633,420,162,169,27378,0.026109695434570312,0.9585798816568047,552.5,336.0,train,Unspecified,0,0,
136_0,136,136.jpg,0,crack,crack,689,569,997,906,309,338,104442,0.09960365295410156,0.9142011834319527,843.0,737.5,train,Unspecified,0,0,
138_0,138,138.jpg,0,hide_craze,hide_craze,2,77,969,272,968,196,189728,0.180938720703125,4.938775510204081,485.5,174.5,train,Unspecified,0,0,
140_0,140,140.jpg,0,hide_craze,hide_craze,311,13,661,520,351,508,178308,0.17004776000976562,0.6909448818897638,486.0,266.5,train,Unspecified,0,0,
140_1,140,140.jpg,1,hide_craze,hide_craze,681,527,1014,930,334,404,134936,0.12868499755859375,0.8267326732673267,847.5,728.5,train,Unspecified,0,0,
142_0,142,142.jpg,0,surface_injure,surface_injure,53,488,947,586,895,99,88605,0.08450031280517578,9.04040404040404,500.0,537.0,test,Unspecified,0,0,
143_0,143,143.jpg,0,crack,crack,370,185,556,819,187,635,118745,0.11324405670166016,0.29448818897637796,463.0,502.0,validation,Unspecified,0,0,
144_0,144,144.jpg,0,hide_craze,hide_craze,83,281,125,478,43,198,8514,0.008119583129882812,0.21717171717171718,104.0,379.5,train,Unspecified,0,0,
144_1,144,144.jpg,1,hide_craze,hide_craze,8,411,917,524,910,114,103740,0.09893417358398438,7.982456140350878,462.5,467.5,train,Unspecified,0,0,
144_2,144,144.jpg,2,hide_craze,hide_craze,198,472,230,764,33,293,9669,0.009221076965332031,0.11262798634812286,214.0,618.0,train,Unspecified,0,0,
144_3,144,144.jpg,3,hide_craze,hide_craze,808,252,853,413,46,162,7452,0.007106781005859375,0.2839506172839506,830.5,332.5,train,Unspecified,0,0,
145_0,145,145.jpg,0,surface_injure,surface_injure,748,475,958,803,211,329,69419,0.06620311737060547,0.6413373860182371,853.0,639.0,train,Unspecified,0,0,
146_0,146,146.jpg,0,hide_craze,hide_craze,312,266,512,725,201,460,92460,0.08817672729492188,0.4369565217391304,412.0,495.5,test,Unspecified,0,0,
147_0,147,147.jpg,0,hide_craze,hide_craze,339,505,402,847,64,343,21952,0.02093505859375,0.18658892128279883,370.5,676.0,train,Unspecified,0,0,
148_0,148,148.jpg,0,hide_craze,hide_craze,516,869,602,999,87,131,11397,0.010869026184082031,0.6641221374045801,559.0,934.0,train,Unspecified,0,0,
148_1,148,148.jpg,1,hide_craze,hide_craze,531,381,647,516,117,136,15912,0.01517486572265625,0.8602941176470589,589.0,448.5,train,Unspecified,0,0,
149_0,149,149.jpg,0,surface_injure,surface_injure,95,700,381,758,287,59,16933,0.01614856719970703,4.864406779661017,238.0,729.0,train,Unspecified,0,0,
151_0,151,151.jpg,0,hide_craze,hide_craze,614,406,661,885,48,480,23040,0.02197265625,0.1,637.5,645.5,train,Unspecified,0,0,
152_0,152,152.jpg,0,crack,crack,706,381,752,597,47,217,10199,0.009726524353027344,0.21658986175115208,729.0,489.0,train,Unspecified,0,0,
152_1,152,152.jpg,1,crack,crack,477,261,605,519,129,259,33411,0.03186321258544922,0.4980694980694981,541.0,390.0,train,Unspecified,0,0,
153_0,153,153.jpg,0,craze,craze,427,354,1024,1019,598,666,398268,0.3798179626464844,0.8978978978978979,725.5,686.5,train,Unspecified,1,0,
154_0,154,154.jpg,0,corrosion,corrosion,352,1,625,567,274,567,155358,0.1481609344482422,0.48324514991181655,488.5,284.0,train,Unspecified,1,0,
154_1,154,154.jpg,1,corrosion,corrosion,561,586,745,1014,185,429,79365,0.07568836212158203,0.43123543123543123,653.0,800.0,train,Unspecified,0,0,
155_0,155,155.jpg,0,thunderstrike,thunderstrike,323,339,728,661,406,323,131138,0.1250629425048828,1.256965944272446,525.5,500.0,train,Unspecified,0,0,
155_1,155,155.jpg,1,surface_injure,surface_injure,778,194,947,735,170,542,92140,0.08787155151367188,0.31365313653136534,862.5,464.5,train,Unspecified,0,0,
155_2,155,155.jpg,2,surface_injure,surface_injure,227,278,311,613,85,336,28560,0.0272369384765625,0.25297619047619047,269.0,445.5,train,Unspecified,0,0,
155_3,155,155.jpg,3,surface_injure,surface_injure,334,205,761,303,428,99,42372,0.040409088134765625,4.3232323232323235,547.5,254.0,train,Unspecified,0,0,
155_4,155,155.jpg,4,surface_injure,surface_injure,334,672,761,736,428,65,27820,0.026531219482421875,6.584615384615384,547.5,704.0,train,Unspecified,0,0,
156_0,156,156.jpg,0,craze,craze,577,500,825,774,249,275,68475,0.06530284881591797,0.9054545454545454,701.0,637.0,test,Unspecified,0,0,
157_0,157,157.jpg,0,crack,crack,436,278,505,749,70,472,33040,0.0315093994140625,0.1483050847457627,470.5,513.5,train,Unspecified,0,0,
158_0,158,158.jpg,0,thunderstrike,thunderstrike,870,339,1000,447,131,109,14279,0.013617515563964844,1.201834862385321,935.0,393.0,train,Unspecified,0,0,
158_1,158,158.jpg,1,corrosion,corrosion,259,327,356,449,98,123,12054,0.011495590209960938,0.7967479674796748,307.5,388.0,train,Unspecified,0,0,
159_0,159,159.jpg,0,crack,crack,528,149,603,435,76,287,21812,0.020801544189453125,0.26480836236933797,565.5,292.0,train,Unspecified,0,0,
160_0,160,160.jpg,0,corrosion,corrosion,450,10,656,1005,207,996,206172,0.19662094116210938,0.20783132530120482,553.0,507.5,train,Unspecified,0,0,
161_0,161,161.jpg,0,corrosion,corrosion,450,8,878,1020,429,1013,434577,0.4144449234008789,0.42349457058242845,664.0,514.0,test,Unspecified,0,0,
162_0,162,162.jpg,0,corrosion,corrosion,348,16,441,428,94,413,38822,0.03702354431152344,0.22760290556900725,394.5,222.0,train,Unspecified,0,0,
162_1,162,162.jpg,1,corrosion,corrosion,392,444,491,1013,100,570,57000,0.05435943603515625,0.17543859649122806,441.5,728.5,train,Unspecified,0,0,
163_0,163,163.jpg,0,hide_craze,hide_craze,517,263,577,400,61,138,8418,0.008028030395507812,0.4420289855072464,547.0,331.5,test,Unspecified,0,0,
164_0,164,164.jpg,0,crack,crack,386,413,689,691,304,279,84816,0.0808868408203125,1.0896057347670252,537.5,552.0,train,Unspecified,0,0,
165_0,165,165.jpg,0,corrosion,corrosion,256,502,750,1019,495,518,256410,0.24453163146972656,0.9555984555984556,503.0,760.5,validation,Unspecified,0,0,
165_1,165,165.jpg,1,corrosion,corrosion,208,31,481,486,274,456,124944,0.1191558837890625,0.6008771929824561,344.5,258.5,validation,Unspecified,0,0,
166_0,166,166.jpg,0,craze,craze,295,305,584,406,290,102,29580,0.028209686279296875,2.843137254901961,439.5,355.5,test,Unspecified,0,0,
167_0,167,167.jpg,0,craze,craze,422,14,898,800,477,787,375399,0.35800838470458984,0.6060991105463787,660.0,407.0,test,Unspecified,0,0,
167_1,167,167.jpg,1,craze,craze,181,8,341,300,161,293,47173,0.04498767852783203,0.5494880546075085,261.0,154.0,test,Unspecified,0,0,
168_0,168,168.jpg,0,crack,crack,391,414,694,685,304,272,82688,0.078857421875,1.1176470588235294,542.5,549.5,train,Unspecified,0,0,
169_0,169,169.jpg,0,surface_injure,surface_injure,462,308,592,374,131,67,8777,0.008370399475097656,1.955223880597015,527.0,341.0,validation,Unspecified,0,0,
169_1,169,169.jpg,1,craze,craze,637,333,959,456,323,124,40052,0.038196563720703125,2.6048387096774195,798.0,394.5,validation,Unspecified,0,0,
170_0,170,170.jpg,0,corrosion,corrosion,1,1,442,422,442,422,186524,0.17788314819335938,1.04739336492891,221.5,211.5,train,Unspecified,1,0,
170_1,170,170.jpg,1,corrosion,corrosion,455,272,748,661,294,390,114660,0.10934829711914062,0.7538461538461538,601.5,466.5,train,Unspecified,0,0,
170_2,170,170.jpg,2,corrosion,corrosion,753,505,1023,863,271,359,97289,0.09278202056884766,0.754874651810585,888.0,684.0,train,Unspecified,0,0,
171_0,171,171.jpg,0,hide_craze,hide_craze,58,475,186,1011,129,537,69273,0.06606388092041016,0.24022346368715083,122.0,743.0,train,Unspecified,0,0,
171_1,171,171.jpg,1,hide_craze,hide_craze,176,94,336,484,161,391,62951,0.060034751892089844,0.4117647058823529,256.0,289.0,train,Unspecified,0,0,
172_0,172,172.jpg,0,craze,craze,294,260,731,545,438,286,125268,0.11946487426757812,1.5314685314685315,512.5,402.5,train,Unspecified,0,0,
172_1,172,172.jpg,1,craze,craze,756,570,1006,778,251,209,52459,0.05002880096435547,1.200956937799043,881.0,674.0,train,Unspecified,0,0,
173_0,173,173.jpg,0,craze,craze,94,635,1000,835,907,201,182307,0.17386150360107422,4.512437810945274,547.0,735.0,train,Unspecified,0,0,
176_0,176,176.jpg,0,crack,crack,347,103,406,286,60,184,11040,0.010528564453125,0.32608695652173914,376.5,194.5,train,Unspecified,0,0,
176_1,176,176.jpg,1,crack,crack,464,125,522,335,59,211,12449,0.011872291564941406,0.2796208530805687,493.0,230.0,train,Unspecified,0,0,
177_0,177,177.jpg,0,craze,craze,36,392,647,510,612,119,72828,0.06945419311523438,5.142857142857143,341.5,451.0,train,Unspecified,0,0,
178_0,178,178.jpg,0,surface_injure,surface_injure,600,469,742,744,143,276,39468,0.037639617919921875,0.5181159420289855,671.0,606.5,test,Unspecified,0,0,
178_1,178,178.jpg,1,surface_injure,surface_injure,522,695,606,919,85,225,19125,0.01823902130126953,0.37777777777777777,564.0,807.0,test,Unspecified,0,0,
178_2,178,178.jpg,2,surface_injure,surface_injure,433,5,578,766,146,762,111252,0.10609817504882812,0.19160104986876642,505.5,385.5,test,Unspecified,0,0,
180_0,180,180.jpg,0,craze,craze,287,444,550,928,264,485,128040,0.12210845947265625,0.5443298969072164,418.5,686.0,train,Unspecified,0,0,
181_0,181,181.jpg,0,craze,craze,8,480,1020,714,1013,235,238055,0.22702693939208984,4.31063829787234,514.0,597.0,train,Unspecified,0,0,
182_0,182,182.jpg,0,crack,crack,391,17,512,731,122,715,87230,0.08318901062011719,0.17062937062937064,451.5,374.0,validation,Unspecified,0,0,
183_0,183,183.jpg,0,crack,crack,527,14,619,324,93,311,28923,0.02758312225341797,0.2990353697749196,573.0,169.0,train,Unspecified,0,0,
183_1,183,183.jpg,1,crack,crack,344,180,462,402,119,223,26537,0.025307655334472656,0.5336322869955157,403.0,291.0,train,Unspecified,0,0,
184_0,184,184.jpg,0,craze,craze,511,25,962,542,452,518,234136,0.22328948974609375,0.8725868725868726,736.5,283.5,train,Unspecified,0,0,
184_1,184,184.jpg,1,craze,craze,73,174,292,281,220,108,23760,0.0226593017578125,2.037037037037037,182.5,227.5,train,Unspecified,0,0,
185_0,185,185.jpg,0,hide_craze,hide_craze,398,474,750,502,353,29,10237,0.009762763977050781,12.172413793103448,574.0,488.0,train,Unspecified,0,0,
185_1,185,185.jpg,1,hide_craze,hide_craze,122,474,314,497,193,24,4632,0.00441741943359375,8.041666666666666,218.0,485.5,train,Unspecified,0,0,
186_0,186,186.jpg,0,thunderstrike,thunderstrike,94,345,870,844,777,500,388500,0.3705024719238281,1.554,482.0,594.5,train,Unspecified,0,0,
187_0,187,187.jpg,0,crack,crack,119,186,305,311,187,126,23562,0.022470474243164062,1.4841269841269842,212.0,248.5,validation,Unspecified,0,0,
187_1,187,187.jpg,1,crack,crack,595,53,761,200,167,148,24716,0.023571014404296875,1.1283783783783783,678.0,126.5,validation,Unspecified,0,0,
188_0,188,188.jpg,0,crack,crack,272,392,316,592,45,201,9045,0.008625984191894531,0.22388059701492538,294.0,492.0,train,Unspecified,0,0,
188_1,188,188.jpg,1,crack,crack,430,253,566,547,137,295,40415,0.038542747497558594,0.46440677966101696,498.0,400.0,train,Unspecified,0,0,
190_0,190,190.jpg,0,surface_injure,surface_injure,219,522,595,908,377,387,145899,0.13914012908935547,0.9741602067183462,407.0,715.0,train,Unspecified,0,0,
192_0,192,192.jpg,0,surface_injure,surface_injure,328,550,377,600,50,51,2550,0.0024318695068359375,0.9803921568627451,352.5,575.0,train,Unspecified,0,0,
192_1,192,192.jpg,1,hide_craze,hide_craze,539,517,600,539,62,23,1426,0.0013599395751953125,2.6956521739130435,569.5,528.0,train,Unspecified,0,0,
192_2,192,192.jpg,2,hide_craze,hide_craze,616,493,989,543,374,51,19074,0.018190383911132812,7.333333333333333,802.5,518.0,train,Unspecified,0,0,
193_0,193,193.jpg,0,craze,craze,581,299,759,477,179,179,32041,0.030556678771972656,1.0,670.0,388.0,train,Unspecified,0,0,
194_0,194,194.jpg,0,thunderstrike,thunderstrike,773,300,898,406,126,107,13482,0.012857437133789062,1.1775700934579438,835.5,353.0,validation,Unspecified,0,0,
194_1,194,194.jpg,1,thunderstrike,thunderstrike,708,102,761,167,54,66,3564,0.003398895263671875,0.8181818181818182,734.5,134.5,validation,Unspecified,0,0,
195_0,195,195.jpg,0,craze,craze,227,319,584,410,358,92,32936,0.03141021728515625,3.891304347826087,405.5,364.5,train,Unspecified,0,0,
198_0,198,198.jpg,0,craze,craze,387,60,998,922,612,863,528156,0.5036888122558594,0.709154113557358,692.5,491.0,test,Unspecified,0,0,
198_1,198,198.jpg,1,hide_craze,hide_craze,84,378,366,438,283,61,17263,0.016463279724121094,4.639344262295082,225.0,408.0,test,Unspecified,0,0,
199_0,199,199.jpg,0,crack,crack,523,286,625,974,103,689,70967,0.06767940521240234,0.14949201741654572,574.0,630.0,train,Unspecified,0,0,
200_0,200,200.jpg,0,surface_injure,surface_injure,253,292,333,347,81,56,4536,0.00432586669921875,1.4464285714285714,293.0,319.5,train,Unspecified,0,0,
200_1,200,200.jpg,1,surface_injure,surface_injure,275,470,344,517,70,48,3360,0.003204345703125,1.4583333333333333,309.5,493.5,train,Unspecified,0,0,
201_0,201,201.jpg,0,crack,crack,356,99,394,308,39,210,8190,0.0078105926513671875,0.18571428571428572,375.0,203.5,train,Unspecified,0,0,
201_1,201,201.jpg,1,crack,crack,472,120,512,350,41,231,9471,0.009032249450683594,0.1774891774891775,492.0,235.0,train,Unspecified,0,0,
203_0,203,203.jpg,0,crack,crack,284,66,433,200,150,135,20250,0.019311904907226562,1.1111111111111112,358.5,133.0,validation,Unspecified,0,0,
203_1,203,203.jpg,1,crack,crack,742,202,897,300,156,99,15444,0.014728546142578125,1.5757575757575757,819.5,251.0,validation,Unspecified,0,0,
204_0,204,204.jpg,0,thunderstrike,thunderstrike,703,113,806,156,104,44,4576,0.004364013671875,2.3636363636363638,754.5,134.5,train,Unspecified,0,0,
205_0,205,205.jpg,0,corrosion,corrosion,3,217,391,314,389,98,38122,0.03635597229003906,3.9693877551020407,197.0,265.5,validation,Unspecified,0,0,
205_1,205,205.jpg,1,corrosion,corrosion,405,269,900,428,496,160,79360,0.07568359375,3.1,652.5,348.5,validation,Unspecified,0,0,
205_2,205,205.jpg,2,thunderstrike,thunderstrike,836,594,889,708,54,115,6210,0.0059223175048828125,0.46956521739130436,862.5,651.0,validation,Unspecified,0,0,
206_0,206,206.jpg,0,crack,crack,528,274,587,747,60,474,28440,0.02712249755859375,0.12658227848101267,557.5,510.5,train,Unspecified,0,0,
207_0,207,207.jpg,0,corrosion,corrosion,369,688,714,910,346,223,77158,0.07358360290527344,1.5515695067264574,541.5,799.0,train,Unspecified,0,0,
207_1,207,207.jpg,1,corrosion,corrosion,631,49,861,658,231,610,140910,0.1343822479248047,0.37868852459016394,746.0,353.5,train,Unspecified,0,0,
208_0,208,208.jpg,0,surface_injure,surface_injure,502,524,845,747,344,224,77056,0.073486328125,1.5357142857142858,673.5,635.5,train,Unspecified,0,0,
209_0,209,209.jpg,0,hide_craze,hide_craze,25,372,473,436,449,65,29185,0.027832984924316406,6.907692307692308,249.0,404.0,test,Unspecified,0,0,
211_0,211,211.jpg,0,crack,crack,462,170,697,245,236,76,17936,0.0171051025390625,3.1052631578947367,579.5,207.5,train,Unspecified,0,0,
211_1,211,211.jpg,1,crack,crack,527,431,833,663,307,233,71531,0.06821727752685547,1.3175965665236051,680.0,547.0,train,Unspecified,0,0,
212_0,212,212.jpg,0,crack,crack,331,399,650,720,320,322,103040,0.0982666015625,0.9937888198757764,490.5,559.5,train,Unspecified,0,0,
213_0,213,213.jpg,0,craze,craze,11,661,686,1024,676,364,246064,0.2346649169921875,1.8571428571428572,348.5,842.5,train,Unspecified,1,0,
214_0,214,214.jpg,0,craze,craze,72,400,942,886,871,487,424177,0.4045267105102539,1.788501026694045,507.0,643.0,test,Unspecified,0,0,
215_0,215,215.jpg,0,craze,craze,584,725,998,825,415,101,41915,0.03997325897216797,4.108910891089109,791.0,775.0,train,Unspecified,0,0,
216_0,216,216.jpg,0,crack,crack,478,111,556,175,79,65,5135,0.004897117614746094,1.2153846153846153,517.0,143.0,test,Unspecified,0,0,
217_0,217,217.jpg,0,surface_injure,surface_injure,834,514,891,713,58,200,11600,0.0110626220703125,0.29,862.5,613.5,test,Unspecified,0,0,
218_0,218,218.jpg,0,corrosion,corrosion,5,436,377,492,373,57,21261,0.02027606964111328,6.543859649122807,191.0,464.0,train,Unspecified,0,0,
218_1,218,218.jpg,1,corrosion,corrosion,394,441,1022,560,629,120,75480,0.07198333740234375,5.241666666666666,708.0,500.5,train,Unspecified,0,0,
219_0,219,219.jpg,0,craze,craze,506,147,1014,877,509,731,372079,0.3548421859741211,0.6963064295485636,760.0,512.0,validation,Unspecified,0,0,
219_1,219,219.jpg,1,craze,craze,269,267,447,542,179,276,49404,0.047115325927734375,0.6485507246376812,358.0,404.5,validation,Unspecified,0,0,
219_2,219,219.jpg,2,craze,craze,5,242,117,438,113,197,22261,0.02122974395751953,0.5736040609137056,61.0,340.0,validation,Unspecified,0,0,
220_0,220,220.jpg,0,hide_craze,hide_craze,253,524,531,874,279,351,97929,0.09339237213134766,0.7948717948717948,392.0,699.0,train,Unspecified,0,0,
220_1,220,220.jpg,1,hide_craze,hide_craze,545,116,711,527,167,412,68804,0.06561660766601562,0.4053398058252427,628.0,321.5,train,Unspecified,0,0,
221_0,221,221.jpg,0,crack,crack,762,111,881,280,120,170,20400,0.0194549560546875,0.7058823529411765,821.5,195.5,train,Unspecified,0,0,
221_1,221,221.jpg,1,crack,crack,898,588,1022,753,125,166,20750,0.019788742065429688,0.7530120481927711,960.0,670.5,train,Unspecified,0,0,
222_0,222,222.jpg,0,surface_injure,surface_injure,459,566,703,831,245,266,65170,0.06215095520019531,0.9210526315789473,581.0,698.5,train,Unspecified,0,0,
222_1,222,222.jpg,1,surface_injure,surface_injure,483,139,556,289,74,151,11174,0.010656356811523438,0.4900662251655629,519.5,214.0,train,Unspecified,0,0,
223_0,223,223.jpg,0,thunderstrike,thunderstrike,394,458,573,728,180,271,48780,0.046520233154296875,0.6642066420664207,483.5,593.0,train,Unspecified,0,0,
224_0,224,224.jpg,0,hide_craze,hide_craze,12,660,845,930,834,271,226014,0.2155437469482422,3.077490774907749,428.5,795.0,test,Unspecified,0,0,
225_0,225,225.jpg,0,crack,crack,372,1,497,364,126,364,45864,0.04373931884765625,0.34615384615384615,434.5,182.5,validation,Unspecified,1,0,
226_0,226,226.jpg,0,crack,crack,961,466,1024,564,64,99,6336,0.00604248046875,0.6464646464646465,992.5,515.0,train,Unspecified,1,0,
227_0,227,227.jpg,0,corrosion,corrosion,494,766,558,1020,65,255,16575,0.015807151794433594,0.2549019607843137,526.0,893.0,train,Unspecified,0,0,
228_0,228,228.jpg,0,hide_craze,hide_craze,312,320,389,399,78,80,6240,0.005950927734375,0.975,350.5,359.5,test,Unspecified,0,0,
228_1,228,228.jpg,1,hide_craze,hide_craze,527,519,653,627,127,109,13843,0.013201713562011719,1.165137614678899,590.0,573.0,test,Unspecified,0,0,
229_0,229,229.jpg,0,crack,crack,334,30,644,411,311,382,118802,0.11329841613769531,0.8141361256544503,489.0,220.5,train,Unspecified,0,0,
230_0,230,230.jpg,0,corrosion,corrosion,234,470,342,1010,109,541,58969,0.056237220764160156,0.20147874306839186,288.0,740.0,validation,Unspecified,0,0,
230_1,230,230.jpg,1,corrosion,corrosion,311,14,430,460,120,447,53640,0.05115509033203125,0.2684563758389262,370.5,237.0,validation,Unspecified,0,0,
231_0,231,231.jpg,0,crack,crack,628,417,867,577,240,161,38640,0.0368499755859375,1.4906832298136645,747.5,497.0,train,Unspecified,0,0,
232_0,232,232.jpg,0,thunderstrike,thunderstrike,675,280,787,322,113,43,4859,0.004633903503417969,2.627906976744186,731.0,301.0,train,Unspecified,0,0,
234_0,234,234.jpg,0,surface_injure,surface_injure,370,414,545,631,176,218,38368,0.036590576171875,0.8073394495412844,457.5,522.5,test,Unspecified,0,0,
234_1,234,234.jpg,1,hide_craze,hide_craze,200,95,372,466,173,372,64356,0.061374664306640625,0.4650537634408602,286.0,280.5,test,Unspecified,0,0,
234_2,234,234.jpg,2,hide_craze,hide_craze,394,161,648,377,255,217,55335,0.052771568298339844,1.1751152073732718,521.0,269.0,test,Unspecified,0,0,
234_3,234,234.jpg,3,hide_craze,hide_craze,512,667,675,822,164,156,25584,0.0243988037109375,1.0512820512820513,593.5,744.5,test,Unspecified,0,0,
234_4,234,234.jpg,4,hide_craze,hide_craze,521,354,770,486,250,133,33250,0.03170967102050781,1.8796992481203008,645.5,420.0,test,Unspecified,0,0,
236_0,236,236.jpg,0,craze,craze,122,203,287,294,166,92,15272,0.01456451416015625,1.8043478260869565,204.5,248.5,train,Unspecified,0,0,
236_1,236,236.jpg,1,craze,craze,756,642,900,749,145,108,15660,0.014934539794921875,1.3425925925925926,828.0,695.5,train,Unspecified,0,0,
237_0,237,237.jpg,0,surface_injure,surface_injure,216,491,252,533,37,43,1591,0.0015172958374023438,0.8604651162790697,234.0,512.0,train,Unspecified,0,0,
237_1,237,237.jpg,1,hide_craze,hide_craze,359,444,664,492,306,49,14994,0.014299392700195312,6.244897959183674,511.5,468.0,train,Unspecified,0,0,
238_0,238,238.jpg,0,crack,crack,106,172,294,316,189,145,27405,0.02613544464111328,1.303448275862069,200.0,244.0,test,Unspecified,0,0,
238_1,238,238.jpg,1,crack,crack,578,49,767,206,190,158,30020,0.028629302978515625,1.2025316455696202,672.5,127.5,test,Unspecified,0,0,
239_0,239,239.jpg,0,corrosion,corrosion,5,461,509,570,505,110,55550,0.05297660827636719,4.590909090909091,257.0,515.5,train,Unspecified,0,0,
239_1,239,239.jpg,1,corrosion,corrosion,530,441,1022,510,493,70,34510,0.03291130065917969,7.042857142857143,776.0,475.5,train,Unspecified,0,0,
240_0,240,240.jpg,0,hide_craze,hide_craze,6,708,173,889,168,182,30576,0.0291595458984375,0.9230769230769231,89.5,798.5,train,Unspecified,0,0,
240_1,240,240.jpg,1,hide_craze,hide_craze,314,472,358,703,45,232,10440,0.00995635986328125,0.1939655172413793,336.0,587.5,train,Unspecified,0,0,
240_2,240,240.jpg,2,hide_craze,hide_craze,539,664,580,853,42,190,7980,0.007610321044921875,0.22105263157894736,559.5,758.5,train,Unspecified,0,0,
240_3,240,240.jpg,3,hide_craze,hide_craze,511,610,1016,666,506,57,28842,0.027505874633789062,8.87719298245614,763.5,638.0,train,Unspecified,0,0,
