sample_id,xml_named_image,embedded_filename_image,primary_declared_filename,secondary_declared_filename,declared_image_exists,primary_object_count,secondary_object_count,primary_classes,secondary_classes,primary_boxes,secondary_boxes,primary_declared_dimensions,secondary_declared_dimensions,xml_named_image_dimensions,embedded_filename_image_dimensions,annotator_agreement_category,annotator_mean_iou,declared_primary_object_count,primary_vs_declared_exact_signature,primary_vs_declared_mean_iou,secondary_vs_declared_exact_signature,secondary_vs_declared_mean_iou,thumbnail_raw_mae,thumbnail_intensity_correlation,thumbnail_normalized_mae,recommended_identity_status,recommendation_confidence,automatic_resolution_applied,evidence_flags,review_required
804,804.jpg,210.jpg,210.jpg,210.jpg,True,2,2,surface_injure;surface_injure,surface_injure;surface_injure,"surface_injure[605,506,736,633];surface_injure[878,545,1009,645]","surface_injure[605,506,736,633];surface_injure[878,545,1009,645]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,True,1.0,0.299072265625,0.9284295539504033,0.26854648471508896,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
805,805.jpg,211.jpg,211.jpg,211.jpg,True,2,2,crack;crack,crack;crack,"crack[462,170,697,245];crack[527,431,833,663]","crack[462,170,697,245];crack[527,431,833,663]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9287068943702601,0.3587000229779412,0.813214544636503,0.47190496794014986,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
806,806.jpg,213.jpg,213.jpg,213.jpg,True,1,0,craze,,"craze[11,661,686,1024]",,1024x1024,1024x1024,1024x1024,1024x1024,object_count_disagreement,,1,True,1.0,False,,0.2663995481004902,0.9339956324704398,0.27440115911209406,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
807,807.jpg,215.jpg,215.jpg,215.jpg,True,1,1,craze,craze,"craze[584,725,998,825]","craze[582,729,996,826]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9420797667199698,1,True,1.0,False,0.9420797667199698,0.18073108149509803,0.9882670383836359,0.10622404798428187,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
808,808.jpg,218.jpg,218.jpg,218.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[5,436,377,492];corrosion[394,441,1022,560]","corrosion[5,436,377,492];corrosion[394,441,1022,560]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,True,1.0,0.30493834252450985,0.9962427585163484,0.047515814231824396,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
810,810.jpg,220.jpg,220.jpg,220.jpg,True,2,2,hide_craze;hide_craze,hide_craze;hide_craze,"hide_craze[253,524,531,874];hide_craze[545,116,711,527]","hide_craze[253,524,531,874];hide_craze[545,116,711,527]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9744476314892649,0.18037492340686276,0.9760690046761191,0.1511437478881732,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
811,811.jpg,221.jpg,221.jpg,221.jpg,True,2,2,crack;crack,crack;crack,"crack[762,111,881,280];crack[898,588,1022,753]","crack[757,109,880,276];crack[898,588,1022,753]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9598659093025421,2,True,1.0,False,0.9598659093025421,0.3379720052083333,0.8550717832024218,0.35105493114731534,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
812,812.jpg,224.jpg,224.jpg,224.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[12,660,845,930]","hide_craze[12,660,845,930]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9714184531932903,0.44417509191176474,0.7002786302246363,0.4264055446992321,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
813,813.jpg,226.jpg,226.jpg,226.jpg,True,1,1,crack,crack,"crack[961,466,1024,564]","crack[961,466,1024,564]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.33243623621323526,0.852261654293744,0.39911293853783003,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
814,814.jpg,227.jpg,227.jpg,227.jpg,True,1,1,corrosion,corrosion,"corrosion[494,766,558,1020]","corrosion[493,771,561,1021]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9209929721151666,1,True,1.0,False,0.9209929721151666,0.26755514705882355,0.9995091151377897,0.02337291342259349,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
815,815.jpg,230.jpg,230.jpg,230.jpg,True,2,2,corrosion;corrosion,surface_injure;corrosion,"corrosion[234,470,342,1010];corrosion[311,14,430,460]","surface_injure[230,475,341,1010];corrosion[307,14,429,457]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,0.9534430489389346,2,True,1.0,False,0.0,0.443441712622549,0.6206261394552518,0.6989476090905073,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
816,816.jpg,231.jpg,231.jpg,231.jpg,True,1,1,crack,crack,"crack[628,417,867,577]","crack[628,417,867,577]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9385561431558234,0.16092122395833336,0.9986711178085103,0.03960077853799614,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
817,817.jpg,232.jpg,232.jpg,232.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[675,280,787,322]","thunderstrike[675,280,787,322]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.23944929534313725,0.9661198583029119,0.20891409068933353,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
819,819.jpg,235.jpg,235.jpg,235.jpg,True,1,1,craze,craze,"craze[191,183,673,591]","craze[191,183,673,591]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9695036518110002,0.3400802313112745,0.7977784420162771,0.5339008678505847,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
820,820.jpg,237.jpg,237.jpg,237.jpg,True,2,2,surface_injure;hide_craze,surface_injure;hide_craze,"surface_injure[216,491,252,533];hide_craze[359,444,664,492]","surface_injure[216,491,252,533];hide_craze[359,444,664,492]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9370886318614609,0.17985791973039217,0.9997642142432919,0.014466928587007242,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
821,821.jpg,238.jpg,238.jpg,238.jpg,True,2,2,crack;crack,crack;crack,"crack[106,172,294,316];crack[578,49,767,206]","crack[106,172,294,316];crack[581,50,770,201]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9663341645885286,2,True,1.0,False,0.9120405834493099,0.2822332643995098,0.9221634647730168,0.23893134190627702,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
822,822.jpg,239.jpg,239.jpg,239.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[5,461,509,570];corrosion[530,441,1022,510]","corrosion[5,464,509,571];corrosion[530,441,1022,510]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9819819819819819,2,True,1.0,False,0.9819819819819819,0.34065467984068626,0.7531933956540117,0.5682510920200332,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
823,823.jpg,241.jpg,241.jpg,241.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[614,813,797,852]","hide_craze[614,813,797,852]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.8530805687203792,0.27190180759803917,0.999619920061475,0.022659123959971144,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
825,825.jpg,244.jpg,244.jpg,244.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[725,411,866,472]","hide_craze[729,410,866,477]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.8882890365448505,1,True,1.0,False,0.8882890365448505,0.020143995098039193,0.9973684490680728,0.0502693957237993,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
826,826.jpg,251.jpg,251.jpg,251.jpg,True,3,3,craze;craze;craze,craze;craze;craze,"craze[28,553,403,860];craze[417,177,784,627];craze[780,10,1023,161]","craze[31,554,408,859];craze[417,177,784,627];craze[780,10,1023,161]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9909094524649588,3,True,1.0,False,1.0,0.1231722962622549,0.9998711955057343,0.011440543969409401,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
828,828.jpg,258.jpg,258.jpg,258.jpg,True,1,1,craze,craze,"craze[223,281,800,602]","craze[223,281,800,602]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.1505103017769608,0.9670533420718487,0.21345170628999366,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
829,829.jpg,259.jpg,259.jpg,259.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[695,247,972,361]","surface_injure[696,244,972,356]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9289350934422731,1,True,1.0,False,0.9289350934422731,0.4632065716911764,0.5535605321662584,0.7543021080676103,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
830,830.jpg,262.jpg,262.jpg,262.jpg,True,1,0,hide_craze,,"hide_craze[308,16,350,1019]",,1024x1024,1024x1024,1024x1024,1024x1024,object_count_disagreement,,1,True,1.0,False,,0.28785232843137254,0.8926369099724197,0.4154656928924649,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
831,831.jpg,263.jpg,263.jpg,263.jpg,True,2,2,crack;crack,crack;crack,"crack[112,200,295,305];crack[597,60,744,199]","crack[112,200,295,305];crack[592,60,748,196]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.961804764724639,2,True,1.0,False,0.9466379895856916,0.2128216911764706,0.9492006415873765,0.18434036418751548,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
832,832.jpg,264.jpg,264.jpg,264.jpg,True,1,1,crack,crack,"crack[536,27,836,395]","crack[536,27,836,395]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.09337948069852942,0.9997855565319921,0.01654856118357579,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
833,833.jpg,265.jpg,265.jpg,265.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[23,424,737,511];corrosion[836,438,986,481]","corrosion[23,424,737,511];corrosion[836,438,986,481]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,True,1.0,0.45063189338235293,0.777553527908535,0.5205198812347572,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
836,836.jpg,278.jpg,278.jpg,278.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[200,47,516,513];corrosion[527,430,852,955]","corrosion[204,42,519,512];corrosion[527,430,852,955]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9829191415535999,2,True,1.0,False,0.9829191415535999,0.3571518841911765,0.7984935083498163,0.5390066540524006,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
837,837.jpg,28.jpg,28.jpg,28.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[523,599,559,985]","hide_craze[523,599,559,985]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.37185585171568625,0.9935977180457617,0.08562720152245146,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
838,838.jpg,284.jpg,284.jpg,284.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[695,330,755,775]","hide_craze[695,330,755,775]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.901145651882621,0.33111117493872544,0.8251680209414601,0.33049877935889915,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
840,840.jpg,286.jpg,286.jpg,286.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[8,410,787,605]","hide_craze[8,410,787,605]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.1694891237745098,0.9993399683060443,0.02798430842303339,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
841,841.jpg,287.jpg,287.jpg,287.jpg,True,1,0,surface_injure,,"surface_injure[1,95,336,624]",,1024x1024,1024x1024,1024x1024,1024x1024,object_count_disagreement,,1,True,1.0,False,,0.5975892310049018,0.9794021703421287,0.13183199626950365,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
842,842.jpg,288.jpg,288.jpg,288.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[283,102,634,399]","surface_injure[283,102,634,399]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.3208735447303921,0.9944549568228257,0.08518597407548702,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
843,843.jpg,290.jpg,290.jpg,290.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[112,853,331,977]","thunderstrike[112,853,331,977]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.44926949295343144,0.9239023168141466,0.2552193756732749,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
844,844.jpg,297.jpg,297.jpg,297.jpg,True,2,2,crack;crack,crack;crack,"crack[327,344,406,563];crack[592,200,794,477]","crack[327,344,406,563];crack[592,200,794,477]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9541761363636363,0.26840533088235297,0.8966055151668739,0.3498905644351854,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
845,845.jpg,298.jpg,298.jpg,298.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[461,533,644,1017];corrosion[480,13,659,520]","corrosion[460,533,639,1014];corrosion[480,13,659,520]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9808073828046633,2,True,1.0,False,0.9808073828046633,0.5711320465686274,0.9985187962713383,0.03555652125381041,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
846,846.jpg,301.jpg,301.jpg,301.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[373,703,1020,841]","surface_injure[373,703,1020,841]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9481747934985345,0.20710784313725492,0.9999044805252706,0.010439014526245814,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
847,847.jpg,303.jpg,303.jpg,303.jpg,True,2,2,craze;craze,craze;craze,"craze[317,127,1023,881];craze[64,242,289,519]","craze[320,130,1024,882];craze[64,242,289,519]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9945501287268189,2,True,1.0,False,0.9945501287268189,0.3667241115196079,0.999299053976721,0.022135779844974255,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
848,848.jpg,304.jpg,304.jpg,304.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[434,438,655,880]","thunderstrike[434,438,655,880]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,False,0.8439692514184614,False,0.8439692514184614,0.4708946078431373,0.9866197115425104,0.10325132193820918,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_classes_match_declared_sample,True
849,849.jpg,305.jpg,305.jpg,305.jpg,True,2,2,crack;crack,crack;crack,"crack[275,389,323,591];crack[419,263,569,530]","crack[275,389,323,591];crack[419,263,569,530]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.8866412978169438,0.42695886948529405,0.7786618314344551,0.5470718984471843,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
850,850.jpg,307.jpg,307.jpg,307.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[459,528,653,1010];corrosion[489,20,658,513]","corrosion[462,529,650,1014];corrosion[489,20,658,513]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9797611147976111,2,True,1.0,False,0.9797611147976111,0.2682061887254902,0.831757863777032,0.5154887552883928,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
852,852.jpg,313.jpg,313.jpg,313.jpg,True,2,2,corrosion;corrosion,surface_injure;corrosion,"corrosion[159,324,528,428];corrosion[542,270,908,374]","surface_injure[159,324,528,428];corrosion[542,270,908,374]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,1.0,2,True,1.0,True,1.0,0.39359106924019616,0.7700201871302772,0.513315326152592,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
853,853.jpg,314.jpg,314.jpg,314.jpg,True,2,2,surface_injure;surface_injure,surface_injure;surface_injure,"surface_injure[523,699,627,972];surface_injure[609,594,655,667]","surface_injure[528,699,622,976];surface_injure[609,594,655,667]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.946483704974271,2,True,1.0,False,0.946483704974271,0.24978170955882353,0.8918919156162042,0.3812960669592701,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
854,854.jpg,316.jpg,316.jpg,316.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[550,283,722,536]","thunderstrike[549,288,720,533]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.951977912555445,1,True,1.0,False,0.951977912555445,0.141082643995098,0.9983003419064278,0.04127363726674607,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
855,855.jpg,318.jpg,318.jpg,318.jpg,True,1,1,crack,crack,"crack[684,261,773,764]","crack[686,264,770,767]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9335744820782638,1,True,1.0,False,0.9335744820782638,0.17844477634803924,0.999304333629718,0.02893636388932801,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
856,856.jpg,319.jpg,319.jpg,319.jpg,True,3,3,craze;craze;craze,craze;craze;hide_craze,"craze[12,6,255,192];craze[267,175,569,553];craze[598,481,992,872]","craze[9,10,254,191];craze[267,175,569,553];hide_craze[598,481,992,872]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,0.9789058777667086,3,True,1.0,False,0.9789058777667086,0.12432885263480394,0.9805417744163046,0.12501736972527697,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
857,857.jpg,32.jpg,32.jpg,32.jpg,True,2,2,thunderstrike;thunderstrike,thunderstrike;thunderstrike,"thunderstrike[58,558,527,849];thunderstrike[739,692,987,975]","thunderstrike[58,558,527,849];thunderstrike[736,696,986,980]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9768510252571727,2,True,1.0,False,0.9768510252571727,0.45903416053921564,0.9407496888546664,0.29465609662106973,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
858,858.jpg,322.jpg,322.jpg,322.jpg,True,1,1,corrosion,corrosion,"corrosion[402,30,656,989]","corrosion[402,30,656,989]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.974436274509804,0.1755667892156863,0.9972898727318862,0.033130742168465926,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
859,859.jpg,325.jpg,325.jpg,325.jpg,True,3,3,surface_injure;surface_injure;surface_injure,surface_injure;surface_injure;surface_injure,"surface_injure[106,756,344,875];surface_injure[211,406,622,735];surface_injure[502,27,828,395]","surface_injure[105,760,340,870];surface_injure[216,401,625,740];surface_injure[502,27,828,395]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9527426073060293,3,True,1.0,False,0.9443285177728725,0.3174335554534313,0.8333631244783835,0.3925349339524422,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
861,861.jpg,330.jpg,330.jpg,330.jpg,True,1,1,craze,craze,"craze[309,22,786,466]","craze[309,22,786,466]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.4268870634191177,0.9979930544159539,0.05094541580216544,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
862,862.jpg,332.jpg,332.jpg,332.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[306,86,1017,294]","surface_injure[303,81,1021,299]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9450467099789789,1,True,1.0,False,0.9346885895555089,0.20376551011029415,0.9695935094003624,0.20043287388810022,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
865,865.jpg,339.jpg,339.jpg,339.jpg,True,1,1,corrosion,corrosion,"corrosion[17,488,917,580]","corrosion[13,487,922,585]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9301032301032301,1,True,1.0,False,,0.3776941636029412,0.8050028703906401,0.5201645320491666,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
866,866.jpg,340.jpg,340.jpg,340.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[2,217,412,317];corrosion[428,281,881,428]","corrosion[2,217,412,317];corrosion[425,283,879,426]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9812492606175323,2,True,1.0,False,0.9812492606175323,0.13388576133578428,0.9828117305531443,0.16126133423336006,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
867,867.jpg,342.jpg,342.jpg,342.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[97,236,314,553]","surface_injure[97,241,313,558]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.964663608345524,1,True,1.0,False,0.9275253785987685,0.24138039981617648,0.9272504464517275,0.2711373740390618,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
868,868.jpg,343.jpg,343.jpg,343.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[177,464,811,550]","surface_injure[177,464,811,550]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.24218941482843137,0.9867844420082206,0.13613754184514262,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
869,869.jpg,348.jpg,348.jpg,348.jpg,True,2,2,crack;crack,crack;crack,"crack[253,335,314,566];crack[445,194,623,491]","crack[253,335,314,566];crack[445,194,623,491]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,True,1.0,0.34372702205882355,0.7523317957825798,0.5902306254004155,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
870,870.jpg,35.jpg,35.jpg,35.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[119,505,745,1014];corrosion[44,5,472,492]","corrosion[114,503,740,1012];corrosion[49,1,469,494]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9731005180409669,2,True,1.0,False,0.9731005180409669,0.35595990349264706,0.9998277674786911,0.015074630832388733,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
