source_image_id,filename,extension,file_size_bytes,sha256,decoded_width,decoded_height,image_mode,decoding_succeeded,decoding_error,number_of_annotated_objects,official_split,xml_width,xml_height,xml_dimensions_match,pixel_sha256,dhash64
244,244.jpg,.jpg,18849,28d5cad241052636b8875e1cd6bb1a144f02efacbe39e27d8096ee43872600a3,1024,1024,RGB,True,,1,train,1024,1024,True,fd72e5c96c937b913fc8229e010cff810cbb552c857fad2cb2a117f61e14decd,0000040c1c418113
245,245.jpg,.jpg,35769,4a94111262e953cd26d30537223bd2ba1b44c1361b2e2045b2317e3a68f87280,1024,1024,RGB,True,,2,validation,1024,1024,True,cbe2adfb961cf03a9b7df427ac1014da4c8a1b0feba6c079450a0d48a4457c81,07073c70c3070e06
246,246.jpg,.jpg,41438,90c6578f78d3a99020a5f321bf264a4b92890f14052c391a562f69d9c8eadbf9,1024,1024,RGB,True,,1,validation,1024,1024,True,03d0b42928e4806322dd8b1aa83bd6e1e9e07407cdf0836d099091d240837605,794f030020000000
247,247.jpg,.jpg,35461,d2ab44ca849cdb4920fbc123622f174b14fc89e5bb481d05f1402b528ce86491,1024,1024,RGB,True,,1,train,1024,1024,True,41f7bd7e88006109aa397ed636847a8a5b4061bba8ccb74fd639885a517845e8,f8f8f8f8f9fffeff
248,248.jpg,.jpg,54992,51973b14425b67999f6f8d591ad7e0c27502a2bb2ebd6555867f75f3f378e055,1024,1024,RGB,True,,2,validation,1024,1024,True,253b6473dc93f4eb728585495c2556b43f7aa455aaabf4a42c3c9aa7a581dcc7,5060612020303030
249,249.jpg,.jpg,36778,8fb99be438e0a3895c675ddafa6ae5bbbe8c8e51b79a296f0f45fbc758295e88,1024,1024,RGB,True,,2,train,1024,1024,True,16a013dcddfae494af574feae6e450aa02a7c0f27009c28daac1a811380f9fe1,07073c70c3070707
250,250.jpg,.jpg,90515,26c75fb7f19e5e37cbf8bf8cacfdfc05023c3addbec6c0a25662b3d640a84741,1024,1024,RGB,True,,1,test,1024,1024,True,eaaa45b98c05c6fa87bda06227a8c511f394cc58da20a0919166cb37d03e3ed7,8bcfe87f0f498ccc
251,251.jpg,.jpg,78184,30a87491b6f3241273dd7c4a77dc8bdb13f6b29b5bb8fcdf930a36173e081aa4,1024,1024,RGB,True,,3,train,1024,1024,True,bafee01bd5902810f3615d22ee31803752030b9669a29abf1d8b6c72ebc21b91,0f0e1c3874c48083
252,252.jpg,.jpg,77249,738a3fb513469c1fead64467d9014ccb4864b634081008067e1356ec589b77b3,1024,1024,RGB,True,,1,test,1024,1024,True,396df9a1e4def5617758900e7937be165687b736716419818757cf6b2db22ff5,fe3c201313f3b1b5
253,253.jpg,.jpg,32019,6533629c84142563443ea228257a315f7fc01f3cdd3de53c2f24855bd443b8c8,1024,1024,RGB,True,,1,validation,1024,1024,True,e780c01159f41cbc2162fa38276337161b130bf08ad37e3826ba948314dd5208,0f4d050518180441
254,254.jpg,.jpg,44276,8ada93966ed4f2ba69f90c77d67e8946f114da9aeef3749781a3f28097a33a2d,1024,1024,RGB,True,,1,validation,1024,1024,True,36110550296ad806e5b7c3144a74e955951ca162f2c28af98fa53c775883a996,da9a1a1000808080
255,255.jpg,.jpg,59962,ff32671cb4e4fbae619e8b8e608c27981dc27caa7d57275cec9924c8e9bf5b6b,1024,1024,RGB,True,,2,test,1024,1024,True,541fe51eb9edc96b90a107cd802172e9387575c2e53976f97b1a9c5144955228,22372731181c1c1d
256,256.jpg,.jpg,102347,25755cb6f6217958a2eefdf30e94568fe0f0fe514c48dd5f1ce2b73485106204,1024,1024,RGB,True,,6,train,1024,1024,True,6d0ee59ceb01b9175b877f4c76e9ec4ff2a606022febd29d7a5afaab5584bc67,0303193523031b19
257,257.jpg,.jpg,36077,84a414cb9bb1c0eeb88a4e79dcde0dde8ac0d4e0e5169e57101ab4e8bc605ae5,1024,1024,RGB,True,,2,test,1024,1024,True,3a2a362b8e3039c53b30d62322cefbbd63d9fe263a1e8eda6eded72c92628260,6161616133331919
258,258.jpg,.jpg,71424,1f193ae5111b0c72ccc72b465bd27dfa4ffa0467cbe1f13a2e24be9800f41470,1024,1024,RGB,True,,1,train,1024,1024,True,d64c0bf68292b0c97962ae19a558fd46b538992568dfdd219d66de7b2ba24ac0,0d0dc3f1feff7f7c
259,259.jpg,.jpg,169032,31aafa64430e8a395503c740253363c29021a23a6aead8c9ec383b125f207224,1024,1024,RGB,True,,1,train,1024,1024,True,846494ab8108ca05f8be61fb1d6676cf919368166d3a269ef0638bf66d751cc7,1f1f2e33a3a19bdb
260,260.jpg,.jpg,241737,326a7e6fb1e826635a73638d3a30e5edc97668c087d13b6519247b30f3bd861a,1024,1024,RGB,True,,1,train,1024,1024,True,81d2b2b7a0a64e7b584362e4c2eedc5b8d432ca52fff9a8015f7f00879badda8,cfe6f4c8cfcf8282
261,261.jpg,.jpg,128340,f61c39b35e5eb075377acc29080340e5396524c8e0374309b6ffcbfb44fc9de4,1024,1024,RGB,True,,1,train,1024,1024,True,11165fff611cbfd825cab38ecc8347c951a508bc9a9a18ada6d9dd96bd1246cf,c0c0e0787fff7f1f
262,262.jpg,.jpg,62904,2f19a0ff4916230a5d05c91261b2ac4e1212b466c1b1a9d014ced0ed06f9b29b,1024,1024,RGB,True,,1,train,1024,1024,True,0c49bf69e2c7d423492d2ef25f829966154eb5457a247871ac23daa9614fd9e0,8e868e9cf1cbcb83
263,263.jpg,.jpg,49669,14f4f31fd6ceeb712ae3a864d1fc806d04dc999dc1b35be7ca889457b034f42a,1024,1024,RGB,True,,2,train,1024,1024,True,cd950876a08ff50cfb666e1ac6e097c196711f8115a54b69884c5e4ba34bfb8c,3818080c060e1a1b
264,264.jpg,.jpg,40906,fcc01cb64d390eb46fd1a6fd9e326046e625ffa960762d39281e9d7b1a596055,1024,1024,RGB,True,,1,train,1024,1024,True,2b7069700cc4309c00fed85cf443be27a4d43b517ed7bf2ccb3115969d05c30e,0406060f04c4cc1e
265,265.jpg,.jpg,48729,5ef720c275b9847d44d432d078ab595e0e8aeaa8b36f25f726db81e88b759a76,1024,1024,RGB,True,,2,train,1024,1024,True,ddce19ef28cee8f7cceb297175685802a414f591425fc3137b0beadf64362be4,050b070004000800
266,266.jpg,.jpg,41475,2c18734f463cc8ca7e53ffcb9a91e936e497ea13c7c412f38fd32bd40a24de2a,1024,1024,RGB,True,,2,train,1024,1024,True,2f21cab9c7f2ff53947f5c56a3ce45cb36770b24f419ddb0997d0952f069b89d,c0c0c0c0c08080c0
267,267.jpg,.jpg,104754,ad0c6e36797a79cff7af1982312bc3c1a572389c5b29cc4b3906cf3bc1ccb592,1024,1024,RGB,True,,2,train,1024,1024,True,9e45236e4093f287c12aea095495fb2b6189a0f5c447b83b5a05a9da5739d345,c1e3f3f1e46060e1
268,268.jpg,.jpg,132447,0f54358e8e0c24f530c20085a1ca64e12fcddb3e515176cf98584dad60a35c24,1024,1024,RGB,True,,2,train,1024,1024,True,e39b41d993b1508d1e12400e3edc58224a0ad06ae1f9061deafa98f6f50b35eb,9f1f1f8f1f0fe771
269,269.jpg,.jpg,39503,77958afc5aa1c22162657b42666ed69919974cded9be5a618db2c0d1649b1bee,1024,1024,RGB,True,,1,test,1024,1024,True,1f5d23f720f20389dcf97389082e9ad3b543e08ccdc114db601389ab54b8351d,3030706068e4a623
270,270.jpg,.jpg,60141,49c52741f92ed029314399e8909208550b57d0095f6ea1b1a451e8379e08602a,1024,1024,RGB,True,,1,train,1024,1024,True,dbdcd626f0b4c3ba84dd8c1ff2b5bb0c743c64f4862affa5afa1a941bb9bb922,000020a18198f0f0
271,271.jpg,.jpg,62406,d2c88187f4fa40fc1a8ffd8b7f1ea7b076ace979185b01b5c9ab3741ebac58cc,1024,1024,RGB,True,,1,test,1024,1024,True,45a4e900455f0a19ab16b5d588a5dfc283cbc16d863f99e8b3436252f37c8236,00c3eb3637307052
272,272.jpg,.jpg,218860,a4269bbc96117ab6136fc8dd139017aac516bc6a53906cd4906fd6c491738f36,1024,1024,RGB,True,,2,train,1024,1024,True,8bbe418674cf94522671b40926a3bb3b0df8fa2626e08de1c2c60f441a1a64ff,0000002000000202
273,273.jpg,.jpg,226617,d725a3c2402e379632ca05604bc06fd4059d0025fc7125cefd01cc6e1ddb868b,1024,1024,RGB,True,,2,test,1024,1024,True,6e73318b444abe0d54adb72b86e0c8998d046aab80751d7d5a759bc46dbe9823,1bdb9a9a9e0f4d4d
274,274.jpg,.jpg,61573,265063dbe88947a8a79863efc579f61d154fb642d12313368df13ce78e8ed109,1024,1024,RGB,True,,1,test,1024,1024,True,449770e6187b6470445c4482bd5082362b22cfdf8aa5ce18b335c76625265057,0f0f073713133e3c
275,275.jpg,.jpg,45150,9380ee88e011b9f6caf3294c6e050d1d0713de3e4d4491c7315d20d6a6e1fb87,1024,1024,RGB,True,,1,train,1024,1024,True,91274103b6af0673050c00ddbae951d961649ef7db17b81c33849758afdc8646,13171736f0302829
276,276.jpg,.jpg,66331,e673fa1215c9f203ad0da3872070a4a150e7cedbb73152d06dc40eaaefbbae1d,1024,1024,RGB,True,,2,test,1024,1024,True,8490516cee130c3149d8977ee9561545e4ce46881722b091ddde50e1a28b8290,7f1f07210e1ff7ff
277,277.jpg,.jpg,88485,6f861a60721f279f0e980a3a424337e8a35bc80344467bbd2def0f55ed8b5309,1024,1024,RGB,True,,2,train,1024,1024,True,d0393d3e88022bdb5366202655c315e31f54e2c46cfbecf7496e285a3b331cc7,0f37777b2d2f2360
278,278.jpg,.jpg,67669,ea2595ac7d5ba00a3a7e1738bf7f747d1508fb6dc07610078bbea81ec72d2256,1024,1024,RGB,True,,2,train,1024,1024,True,8337b376fca1cbb9afe92f465ed717efb280449b65bc81b016ba1a59960b12b9,07c7e3f1f82c1c1d
279,279.jpg,.jpg,28951,cd4b90856107b82a03bbda1ae15648f6e185efc9c03142f6c3d4924dd738303a,1024,1024,RGB,True,,1,train,1024,1024,True,bbd25085ebb61acaaccb4813e44fcd94896f901097ca00df45da551ad0488115,0c07030100000001
280,280.jpg,.jpg,52818,e5a0fe14139a2a0b354addce58e418ebe8c96841bb05515563a2bda717c8c0bc,1024,1024,RGB,True,,1,train,1024,1024,True,6094add1fe87871f3478184cd3c83b964898058073bee0df1f100b4a98f1eeda,539bede6222323e2
281,281.jpg,.jpg,51906,aee3c016120ab7f36a49ccba468564f762b376330b04df4ab1582900301e482a,1024,1024,RGB,True,,2,train,1024,1024,True,7cc640db58294d6300fa1e0fb610cb79618863cc1f417bb432ba990ff906837a,bfbfbfdfdfefefff
282,282.jpg,.jpg,81756,80a3eede5483bc6bee009cb7079ae51706f602b618ef053ac2523ee6eaa7c2cd,1024,1024,RGB,True,,3,train,1024,1024,True,bd1306b41b799c252e3c73311a6da790649dbb3dadf114cbd35e0fc35185952d,000080000c85c161
283,283.jpg,.jpg,141674,148ea40d6dcec32f8adff67e0e7a35654676e3aa07a663c0e06fb0e1cb243827,1024,1024,RGB,True,,2,train,1024,1024,True,deacbe8f2de6af76d54a371da38e0e0ae0737b37954704f7e09b10360cd98f48,1c5c7c6580f0f4f5
284,284.jpg,.jpg,71085,3f6126088ecca1b4cc128d5bd6376b5b1842a5dd3f7d396cb68178bfa01898b9,1024,1024,RGB,True,,1,test,1024,1024,True,5e84bac6ea5af26e640cc4dbd274716cff8efa3978a0943c461296ca1f79200f,0f0f8b8f8dcde9e9
285,285.jpg,.jpg,95157,adb5ae508e8484fa5e1f7852f45e07a49339a0e3099dd109cfbe91776d837c32,1024,1024,RGB,True,,2,test,1024,1024,True,56ad47ed4be51b2f9df5a4e77a69bfe884a33fd96a20075f6888557c75d99ff7,8f2fdf5d3f5f5f4e
286,286.jpg,.jpg,43463,9dd3de1036c2e90ea9761c027943f55452b20a31349fe4bee3226e346d3fa45f,1024,1024,RGB,True,,1,train,1024,1024,True,feb1bebf4f4ed47b63e3908fea138eee281953cfd936648e25d98c82c01ab8ed,6738180c0c000000
287,287.jpg,.jpg,105506,958647410b7cb502c9c48503072f9869b6cf83155ffc2bcd1ca2471401095689,1024,1024,RGB,True,,1,train,1024,1024,True,f75752fc1c985262e494975500b47236c7fe11d71f09882d57de5bb1d2113c1c,080880888880c808
288,288.jpg,.jpg,66094,7caf3a100426a2ec223ea1a00cc4713b77086565e33f73455682132d79b41563,1024,1024,RGB,True,,1,train,1024,1024,True,8510ec0884cf6ed344894a24f0ea997d22aa798d7c2c2a549653d78825cb70f4,676361265e3f2e3c
289,289.jpg,.jpg,87790,139f27db6e4dee60b1e1d1bea9ff831b4e29049e679c3afeb7d47df76d068f49,1024,1024,RGB,True,,3,train,1024,1024,True,4ed1d24cc52ca5f7da8e0c6e0c5467fc9e41bae00409be6f6f354f23b9aca07f,c0f0381c02010100
290,290.jpg,.jpg,37597,1a36ee347e80b0af4aaa35b392532c247998c97e2e0a15cab476e51405ec8367,1024,1024,RGB,True,,1,train,1024,1024,True,f93a30e538c0fd09d6c000e3391fc1f0dbd73ca4bbcc5f50f6f2206af154c1a4,cac2cbc1c3c1c8c0
291,291.jpg,.jpg,98485,934984d932d7530d63a00b5ee422eea806593d9f0e94c802b5b1fe7ace517bd0,1024,1024,RGB,True,,1,train,1024,1024,True,5987d0c79181b4a0d5415d880c95054cf80301ab5789f062bcf41d87f96e0b95,808286c2c2c6c7c7
292,292.jpg,.jpg,68722,c360891d953f00e7357d4c5be7fcb28b88382dd3b68f5a5ac0009595170ff7a7,1024,1024,RGB,True,,1,train,1024,1024,True,ae3133a95409dce319bae9439e0f224a5993c5c286563d838a19ede750e4da93,2f0cc8c84807afec
293,293.jpg,.jpg,30988,06c3b626ec4b104582f589672d30aefa2832650d55b22c340c72ce1b6df8b4d0,1024,1024,RGB,True,,1,train,1024,1024,True,131092aaa3129d3a8837752db2452d0b7cca7b5a254a940602003047dac9e872,de8ecefcfefefcfc
294,294.jpg,.jpg,69078,4cc6f240532aabbb9d6f622f7c9c5a11a7e544685c82ca570966b4610cfd08a8,1024,1024,RGB,True,,1,train,1024,1024,True,505aa09924d4da1995c5187f5f354db4def3aa4e0fe2623ca2ce52b77494fdda,8f9fbfffdffd7de5
295,295.jpg,.jpg,46158,95003ea1753ca8279b47c69277179c87c9e6e21a8aaec8c8f8e538a26c7dde29,1024,1024,RGB,True,,2,train,1024,1024,True,239da37a7097ce0c02ec98e8d2ada5ec29a9059bd8f090a20a2067b3e65d6779,0000000f1ff8e000
296,296.jpg,.jpg,53555,8c5de99f03a4b6006c39e765e6964645a45266be4317cc5a36519a0388018f00,1024,1024,RGB,True,,1,test,1024,1024,True,890c9a3734304fa5ccf1084a9fdcd44b8e493fcb3ee3f3490c24ccc26a51d9db,0f0dc3f9feff7f7c
297,297.jpg,.jpg,66583,1f1b9e040297b66d0cd3f3f805f4ce5571aed2701afa270eb426bb11e968b0b4,1024,1024,RGB,True,,2,train,1024,1024,True,f5926d08483c0b0c9d928230a3c4be1b480f8feaf4791002eb29af6a752b59bb,7ffb793c13131030
298,298.jpg,.jpg,74696,fd356457f244429d99ccf143fd77b3f46643d897282c19d9663f82f33769ed1c,1024,1024,RGB,True,,2,train,1024,1024,True,a4c8ce4b1703f2122ff753621b0446d4f396a1b4dbfe49781382dfd6fd0c7b25,39393939d91191e1
299,299.jpg,.jpg,155717,079b955bce173b66822b7fcdabd08e4a36eb8068541e16eb22c46806ef8875bc,1024,1024,RGB,True,,5,train,1024,1024,True,42e8f201e197645130fc06f19add051edb3eaeaf4a522f05741a475ab6eb421e,1018242061410109
300,300.jpg,.jpg,79330,1883bce20e50f53830e077f11779e9921fd1de391482adfea4abb78bfaa3f002,1024,1024,RGB,True,,1,validation,1024,1024,True,d7e2f161aa678b145c0a41803f5d4fb1c864c8479d707c37c2a1c9b7a3497066,315b6e6c2d3d3d1f
301,301.jpg,.jpg,80830,83cd6beedd5b3b7ab57b953228370ad90d96aec0e1ff1cb241e737d22d380ec2,1024,1024,RGB,True,,1,train,1024,1024,True,467a4aca0c5a62f2c3a902ec890c28ab9b209db943b0c1863b11714d8256c38f,0000000000000100
302,302.jpg,.jpg,53866,c045e2e572b07ef36ae7bcf8b16cc69b8a7ebc66676ec12bafc4e9842d6ebdc9,1024,1024,RGB,True,,2,train,1024,1024,True,a09da41ebb5a07b30b209979615dd182c481e464988e83dabdf0f86c1b576267,0e09191d1fbf3f3f
303,303.jpg,.jpg,59751,e934e4cb6aec6860c2aac45d5f6802e7bd19dbf5717aa21713eaa264f0d0e786,1024,1024,RGB,True,,2,train,1024,1024,True,8a45a2336b5a44131e379945280e4f7d0586f76b02bb306fda32c4b7f5d5192c,437bea9c39312122
304,304.jpg,.jpg,40001,4d84b174fb9f0a52ad789e5f9cf8683c224307d17d929581cfe55f940e81969f,1024,1024,RGB,True,,1,train,1024,1024,True,7021814e81fb0b310472d472542589df81817dad3c1b7d5d83f59cba7ec87260,4f2723333131195b
305,305.jpg,.jpg,64166,a078d468a2356752aeadd1d68b3b3d556d3dc20cdbed5eb52d6635a7ce2ae462,1024,1024,RGB,True,,2,validation,1024,1024,True,92e8b69d160c78eca3289a74ce7bffb4b818c2773d563b6a342ecb2c49594172,ffff67772b232363
306,306.jpg,.jpg,291172,c32ca8e95a1765d7a2f169529a8fd40c482367084488a0ccf5884d8b51af5d09,1024,1024,RGB,True,,1,train,1024,1024,True,02fa7ecc869c6d74c4844d5b79cacb983398869286ea624ade9bc663236fc014,8fe799a6151cccc4
307,307.jpg,.jpg,78268,538909dda43932014fa8be59d4c495f873fc97434001747be728117a90f258e3,1024,1024,RGB,True,,2,train,1024,1024,True,f23bfcaa6bd1691d66e17d4139612003710d434e1dafdc70dd90cac1f7691fc1,39393939d91191e1
308,308.jpg,.jpg,63735,d6289249c3008a8f87565b9136313909d1ca24f285841dd641091e09aae0fcfc,1024,1024,RGB,True,,2,train,1024,1024,True,07f2fe172673ea5c96923145af16a1202a5a9c84bc834ab0cf3c7021b8d25f94,0101030301000426
309,309.jpg,.jpg,80519,9791ed81d58f2d710c0df0d5079e71c949d0800574f33acd080695d6de16de40,1024,1024,RGB,True,,1,train,1024,1024,True,b961c386d19594fe029f56a5d7817ee0fc2ae7579aba59d2b102a378a3cd3089,f0383979e1210100
310,310.jpg,.jpg,40391,5ba6913975ba90727da1039e1bbd1478c4144e8a27fe00c1c6636c25f100bec3,1024,1024,RGB,True,,1,train,1024,1024,True,ea6ba438f1fbca12a914a5442442ce42d852e0d901ea8dab77ad80a627372c8e,e6f0f49210d0c1e3
311,311.jpg,.jpg,31666,e042287913e0cd93452e6048eee659748be5cac554fb7bf3e39551bf7ddb177c,1024,1024,RGB,True,,6,train,1024,1024,True,588f26899101919c1e6c5cab78eda0bf3d013d485600a64de392870099713fe3,f93d0f03381c7c5f
312,312.jpg,.jpg,89468,a07bca8d38168c7e7ff521efb0402d2bf5bead52c7c9693b085f7d2361116bb9,1024,1024,RGB,True,,2,train,1024,1024,True,a4f6f6c7b7545c258777c83741f9df9cf0436c658fdfba382b04005fff1b42b6,78f2d3c10d1414d0
313,313.jpg,.jpg,61901,7cd9917ad838c528726aabcdf1b94da04e348b9ad1093da793522547a8a8360e,1024,1024,RGB,True,,2,train,1024,1024,True,ea62be346d3c584876a5fd4e62a39d4c8b869da675d6e1aaa15adcaf3f79f9ce,60607000000101a0
314,314.jpg,.jpg,62400,deb6000484750cc59f7ed2517f986620573813890552bfbbb4e8b8859445fa44,1024,1024,RGB,True,,2,validation,1024,1024,True,eb0ba961b4e0223682d3d17b2651c1ed3e2353de2b3bf46f2c5ffe944260c984,cc3d3d3d1c181900
315,315.jpg,.jpg,70846,bc2f2af94774c2180534489ee49ccc3396ff83a627d1c427221da5550b6483e3,1024,1024,RGB,True,,1,train,1024,1024,True,4834e0ace4b5cf1efbe9c436a4bf20ea2a73de020e461a0339172e76913f001f,998998d0e1e1f1e3
316,316.jpg,.jpg,45415,5acbdba3ad0fc976ef757c4a54a1de41b8f5e5d8da4f0196edd7a790dc3fc23c,1024,1024,RGB,True,,1,train,1024,1024,True,2f7f1c5c0068e75ac47bd328d4dc87d0df02f61342da2edbe191f3fccca47e5e,e080191908040783
317,317.jpg,.jpg,36786,07aede4bd430167ef0b7cae489a191dd92e4dc39f32a654ae392b0a587fab8d1,1024,1024,RGB,True,,2,train,1024,1024,True,fffae8e1658ad2377bc088103e3c184a4c0ae59d527e803996bbe29395ac49cd,3ebbec800534ea9a
318,318.jpg,.jpg,58021,51fd954b7d5a66d24cd07e7a500a7d187337004b87ab5bc0807600550153a151,1024,1024,RGB,True,,1,test,1024,1024,True,88fe8896ab6115da899ca6136e80626c2b069d590edefefa9911431bc06cb7b2,ff7ffdfd640c1e0e
319,319.jpg,.jpg,76688,92148d86751c9e53ce987428fbcf95bc8a7e0f8b169f71458dd88a0bdabd24f7,1024,1024,RGB,True,,3,validation,1024,1024,True,4ad224daa61e0dc3a1bd6a87ec83ed4d7d1093a81e4597713ccc7ccb9a186a02,0f8fc7e3d1dcfe3e
320,320.jpg,.jpg,141958,a5d5433a28882bf20c3df4abe8e62c77ab57312d3b022e13d86e59eaadd1e4a8,1024,1024,RGB,True,,2,train,1024,1024,True,30eecb2badad45cff73129a69e52cd5004cc0436d870e2daa94ac6e58efeade5,7f1f07210e1ff7ff
321,321.jpg,.jpg,81742,bc4df7054410e89ca998759c55d405b7f633935cc10d781dbe3de24b1b5015c7,1024,1024,RGB,True,,1,train,1024,1024,True,e1ccbf65519e7c8385e75a05f7c63c1ea321bd1273c196cb522e7567c187ea5f,18181a1818181898
322,322.jpg,.jpg,58177,2253c8b69bb3816ae5eb658d9e53e16211b7dbbc839905cc27f0e7585b877a57,1024,1024,RGB,True,,1,test,1024,1024,True,e235ff171e07754decc2c4cc2fb25631654e18f9bf54880b7ae4b4c47b8506c5,10b0f07070302020
323,323.jpg,.jpg,39518,18ec94211c38b3b5ac96b2b43078f754f40ea4bd0da021ba8f29068970bcc35e,1024,1024,RGB,True,,1,test,1024,1024,True,bd06b9ccf3692240b2e255e577feda655b9c8534e346ca9e94290537eca7144e,000003030b034746
324,324.jpg,.jpg,29176,f13ea688efcb4821ee7a0f72f7a94e33cf33560ac1917647dc1f500e0b6b270f,1024,1024,RGB,True,,1,train,1024,1024,True,4a4f29435620c11ef9146b77384f487620a871a1bb0549d95e9f89bb8bd07b2e,c0c0c0c0c0d00000
325,325.jpg,.jpg,90682,11e4f13f12090006fb22e4cb2eda9d4542750c55aebfa7e425862bdeddf1b6d5,1024,1024,RGB,True,,3,train,1024,1024,True,f29a5cc3554974d16bef6b23dd50e4bdbb123a58715437d2c5f317be153ce4f8,7c1899a30f1f3f7b
326,326.jpg,.jpg,82485,ea0d256fb36a9f51a00691f978c892d304d12beae5f346b94fd36567ff6a5503,1024,1024,RGB,True,,2,test,1024,1024,True,e737a539714304f88ef739e70e14571ec7b72764d729c0c33b5d3e87568b54db,c8c88e080800888f
327,327.jpg,.jpg,84535,21237f353afa6d79bb2a6de59d8e2d6672c8b362c99cdef7bb20ddb1d5b8865b,1024,1024,RGB,True,,1,train,1024,1024,True,f782a39a5a31e350dd78fc4c7f37bb084023129b4d3dd018587aa24e370a983f,7173300012101018
328,328.jpg,.jpg,31413,5ba3e6b4384d166582e43f134c72da103f0d51f1900c3483cb32a09e7d5be80e,1024,1024,RGB,True,,6,train,1024,1024,True,f9442eb54fd6afbbaf9058d46cb02a9fc4e62d6d7053c0435e39c866d4548179,f93d0f03381c7c5f
329,329.jpg,.jpg,29394,68b2d6984d4527bb412dd45f88582cef96f5bf1e473fa6e509cb6bdd59414352,1024,1024,RGB,True,,1,train,1024,1024,True,1fadea3fa443f5d1b24c32d8f9dea9eb62d8217ba53a8a1e932276ab758fa99b,f0f0b8f8d8b8a8c8
330,330.jpg,.jpg,43221,d756f59ab51b1c8500a815f7cc7d71c9806507b1bb68a0a504dd1feb408a7c2c,1024,1024,RGB,True,,1,train,1024,1024,True,d8e3b40b069f5d81d57061869d0132f2405c74ba70cafadf2924742b7a72dbb3,272761210b17179f
331,331.jpg,.jpg,26429,ec87557b967eb071259c48914070aebc0c9657a9ebd4495d5a5ea928842c2a4c,1024,1024,RGB,True,,5,validation,1024,1024,True,8e86bad037fba2aabaade1fb20306f13dbe60d5afa324855746d495696fd7cc0,1f070180e8fb1fce
332,332.jpg,.jpg,44976,c197b6771eaf302dd8ce25ea8592e83f9196f61c9811241dfd50f4d8e0893e2c,1024,1024,RGB,True,,1,test,1024,1024,True,0030725ebe9cfdeec49a3ec5dd00e62b3c2fa42cb53131a446c479e3170db884,f367df0703040400
333,333.jpg,.jpg,39655,7cc4efcbfa75a7e8c1ed30aef294e5f78472c9ece12cc6d2634c327cd0204d5a,1024,1024,RGB,True,,1,train,1024,1024,True,4707a6ae8566cef7677fc8241ca805a8c61efe03a559beb50f65b989a7a4d9b7,0f9f9f8f8f6f373e
334,334.jpg,.jpg,68780,8b7514121224732bed2709650ebc712024f01449effe56125ff958fc912dbf34,1024,1024,RGB,True,,1,train,1024,1024,True,a6ccce51a71ee11bc8413c0e607d9b560c1e34ab788ac2705725caf11dc3c279,3c383c3c3c88088a
335,335.jpg,.jpg,65180,da9a44fa391cd2231dfbdb5d767a1ceaa48fcc5ca642601e70f769dc76d1aa1f,1024,1024,RGB,True,,1,train,1024,1024,True,ef9aaf6833a0221d2ade84392fb7913e06ae102513ecf873059da03f6fe63453,0406060f14c4cc1e
336,336.jpg,.jpg,140347,a6f4999dc76040a1d9350efde59fd8ca5baabf5cc21a5029d2bb60e536c920b2,1024,1024,RGB,True,,1,train,1024,1024,True,5fedae2bb4a4b9df6bb01d769883683dc8424ea45b4453ee4ca96d0bb1458461,2321210909088607
337,337.jpg,.jpg,57283,8564ed808553c7541ef5c8985752b2da5a79684e71a2c256348b9ac455bb1b09,1024,1024,RGB,True,,1,train,1024,1024,True,56869e907a4dea9153ad0c5ad13d93bb0c1db9a1f580b8ae24901bef4e13f228,6773733fff7fbefc
338,338.jpg,.jpg,61179,62b256c80c63d96b53d2cead858bfd976807bffeafdc26b2b636cb6bf0486e8e,1024,1024,RGB,True,,1,validation,1024,1024,True,bb84268fad1679226a761fc741c0b18dee8fa5d1fd357db7a75f86c199755ff2,cc4c607161716163
339,339.jpg,.jpg,72306,0ccbc492816c8fa94935dea89bb719d7b834b8956316633fed8057ccb0600f8e,1024,1024,RGB,True,,1,train,1024,1024,True,f627ed847b54602d69f2b0ed6c4ec2d05212fab8bce8414d9e8bc741eb53522a,0304070000000004
340,340.jpg,.jpg,104580,25b340fc9ad20d62a08e0d2cfe3dc8e99d48b5d745deaa5fcb07eb7b7463c1ba,1024,1024,RGB,True,,2,train,1024,1024,True,9151cdb74d40b963506e994434dbf2ef227df1f57d549aff15fca4730b3b0f77,7c3d191f37372f3d
341,341.jpg,.jpg,96393,225b6be1d8cf3daf6683d54963c9b67ef5537a0ddeb8607a649b121b66d0c59d,1024,1024,RGB,True,,2,train,1024,1024,True,0ddbbc8a5532239634f644d62df4679c09990c96393c11975a98932eee6da6a0,7f1f07210e1ff7ff
342,342.jpg,.jpg,34691,e3b64b5b8592773595f9e1246346ad398de351d39279afa8e1e622398294073f,1024,1024,RGB,True,,1,train,1024,1024,True,29762f56f541a80e499c5b1798cd55196823e7942f571f065825eb925e5ba503,3ef8e0c30f1f3f5f
343,343.jpg,.jpg,97246,d8c2ba609756d2dd991a16a2894087dc5227f093efd741f93a78734f7a37a857,1024,1024,RGB,True,,1,train,1024,1024,True,ef4aa7de937d490eb2a533da6afefa433aedf6dd7ba0b6e332bea59f893bf675,0f0707070f0f1f17
