instance_id,source_image_id,true_class_id,true_label,crop_identifier,crop_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,crop_xmin,crop_ymin,crop_xmax,crop_ymax,crop_side,defect_occupancy,occupancy_bin,boundary_shifted,max_side_clipped,method,seed,corruption_family,severity,condition_id,corruption_parameter,predicted_class_id,predicted_label,correct,clean_predicted_class_id,clean_predicted_label,clean_correct,prediction_changed_from_clean,event_category,score_type,predicted_softmax,logit_craze,logit_corrosion,logit_surface_injure,logit_thunderstrike,logit_crack,logit_hide_craze
1017_1,1017,5,hide_craze,40e04f5332dc5f91131134f67638dc91c6b8bedfbad32df3f0db224e8a4ee4e4,data/processed/wtbd_crops_v1/images/1017_1.png,644,747,673,941,511,697,804,990,293,0.0681429020722,lt_0.10,False,False,lbp,not_applicable,brightness,moderate,brightness_moderate,0.5,5,hide_craze,True,0,craze,False,True,beneficial_flip,not_recorded_for_svm,,,,,,,
13_0,13,5,hide_craze,75ffa698553117d6c1d7545e46eecc14f27973492c50c4f371adb05498db9e55,data/processed/wtbd_crops_v1/images/13_0.png,11,649,162,808,0,608,240,848,240,0.422222222222,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
13_1,13,5,hide_craze,3974d799bc5ef8ecee9810b72bfda62fd275c2906a1a5c0466eaa11f86a6ad9e,data/processed/wtbd_crops_v1/images/13_1.png,483,611,514,775,374,568,622,816,248,0.085848074922,lt_0.10,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
32_0,32,3,thunderstrike,0bc0583e8b3c9710ceed3500adafd5c933696ea8109628c6eaab66efbc59e4af,data/processed/wtbd_crops_v1/images/32_0.png,58,558,527,849,0,319,705,1024,705,0.276122931442,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,2,surface_injure,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
32_1,32,3,thunderstrike,53fb39b9c5d3431069e0854bb8ca569f80ad3c92388a224217d5570f15cc6e94,data/processed/wtbd_crops_v1/images/32_1.png,739,692,987,975,598,598,1024,1024,426,0.389671361502,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,False,2,surface_injure,False,False,stable_wrong,not_recorded_for_svm,,,,,,,
46_0,46,1,corrosion,f65ac02a526333ce383658ce815b62642d262130a494de32c9c34a96ba75834e,data/processed/wtbd_crops_v1/images/46_0.png,20,563,548,680,0,224,794,1018,794,0.0990140156971,lt_0.10,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,False,1,corrosion,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
46_1,46,1,corrosion,0eeaa75b156b85c32b527d508919fddcd1973e974e778ed122a901dbf0621ee6,data/processed/wtbd_crops_v1/images/46_1.png,569,491,814,578,506,349,875,718,369,0.158988256549,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,False,1,corrosion,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
48_0,48,2,surface_injure,969c030dff9b66e68d64e8220b40ad4725ffa92f639b85953aa6038919570c06,data/processed/wtbd_crops_v1/images/48_0.png,394,473,553,794,231,391,714,874,483,0.220841959972,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,False,0,craze,False,False,stable_wrong,not_recorded_for_svm,,,,,,,
51_0,51,0,craze,83b08a010200a9c6d0fb6df61ae5401828e488f968819f16be1b2f71046b88d7,data/processed/wtbd_crops_v1/images/51_0.png,447,894,547,1019,402,835,591,1024,189,0.356261022928,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,1,corrosion,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
51_1,51,0,craze,f8fe18ea3a307cb9d833707f8ce5c6c567055f938a78520183085c5dec311bc9,data/processed/wtbd_crops_v1/images/51_1.png,473,20,658,850,0,0,1024,1024,1024,0.14740562439,0.10_to_lt_0.25,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,0,craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
54_0,54,5,hide_craze,b337e845e695e1467157239eda945d53c66a45cd7dfdfa655fdf0424d39ebc7b,data/processed/wtbd_crops_v1/images/54_0.png,478,272,503,631,220,181,760,721,540,0.0320987654321,lt_0.10,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
54_1,54,5,hide_craze,9163dafdcab018902b461c3a52598c2db2cdd5e4f0245e054232bc663ca0861d,data/processed/wtbd_crops_v1/images/54_1.png,470,691,500,928,306,630,663,987,357,0.0578898225957,lt_0.10,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
57_0,57,0,craze,c3cfe6ca4c8325c8d34d512fb8e1360a23c0673ca593cc5cc9d4fbb4fe085c15,data/processed/wtbd_crops_v1/images/57_0.png,550,314,850,438,473,149,925,601,452,0.184161837262,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,1,corrosion,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
57_1,57,2,surface_injure,03c20fce5bd1ed65ecd351e251fdf90ecdc307407066c09f94ea8192b598f0d4,data/processed/wtbd_crops_v1/images/57_1.png,422,313,531,374,393,260,558,425,165,0.250505050505,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,True,2,surface_injure,True,False,stable_correct,not_recorded_for_svm,,,,,,,
61_0,61,0,craze,62426b89dd09a06538209241b15b0cb9d40b333d30a57b1e09f58bb87b459913,data/processed/wtbd_crops_v1/images/61_0.png,623,688,958,1014,520,520,1024,1024,504,0.43253968254,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,0,craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
61_1,61,0,craze,faca93c49a757693d3bf6e399ce22fc946b0d981fd970ba899bbf1186cebca3d,data/processed/wtbd_crops_v1/images/61_1.png,367,389,631,650,299,320,697,718,398,0.438309638645,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,0,craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
61_2,61,0,craze,9899205daa950a1465c4e00e886c730a03938cf91bd6c14639726208b4f02d71,data/processed/wtbd_crops_v1/images/61_2.png,203,200,402,366,152,132,452,432,300,0.371111111111,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,0,craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
65_0,65,1,corrosion,10b5aad1d570fd0943f05279fd648fd4f6d6a6bb683a5fbe4a741f8a0bf2faed,data/processed/wtbd_crops_v1/images/65_0.png,87,39,445,989,0,0,1024,1024,1024,0.32559299469,0.25_to_lt_0.50,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,4,crack,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
67_0,67,5,hide_craze,5561c7b4bd72b4220889b4559a914076a21f07ab8fd81cd9278cb4ee940fee22,data/processed/wtbd_crops_v1/images/67_0.png,359,589,666,688,281,407,743,869,462,0.1443001443,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
71_0,71,0,craze,a2ecab553af0578797857073c9687f48b1fe1491277972c9cf5f09309f6d077e,data/processed/wtbd_crops_v1/images/71_0.png,108,377,1011,783,0,0,1024,1024,1024,0.350883483887,0.25_to_lt_0.50,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
73_0,73,0,craze,75904d2c154fb57a03877c5367b92460a722a3fdddfba88282ca3b2e4dbf42e2,data/processed/wtbd_crops_v1/images/73_0.png,286,270,766,700,164,123,886,845,722,0.397693004197,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
81_0,81,0,craze,5c4bb7be3b9f9efbae39e2936e5f8e0e8ec40a83e02a84a29420680f808916ae,data/processed/wtbd_crops_v1/images/81_0.png,20,3,231,181,0,0,318,318,318,0.375262054507,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
81_1,81,0,craze,3a385cae5c66b3b60d2a12e43ca05562b96daf9d0e6540100d982381bef07430,data/processed/wtbd_crops_v1/images/81_1.png,256,197,566,538,154,110,667,623,513,0.404158544509,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,False,2,surface_injure,False,False,stable_wrong,not_recorded_for_svm,,,,,,,
81_2,81,0,craze,0acdee875a4328c10d566e45c624ebbcda5835c3d0a15560965d9abeab08698c,data/processed/wtbd_crops_v1/images/81_2.png,600,481,1016,870,398,362,1024,988,626,0.415003725668,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
88_0,88,4,crack,07a2b942f7b6190503f528db3b03ed07a0394f6fa349f9f561f9fe3858888121,data/processed/wtbd_crops_v1/images/88_0.png,580,72,791,370,460,0,909,449,449,0.314423043536,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,False,4,crack,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
93_0,93,0,craze,1057a51a27089204ae0d6d255cb930d29874f705351378213856fccd8648beab,data/processed/wtbd_crops_v1/images/93_0.png,233,369,1023,681,0,0,1024,1024,1024,0.236113548279,0.10_to_lt_0.25,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
103_0,103,0,craze,f9ce40157c2dc511f5f0b4191e00fbed99281cd65dc0a4b9ec865a646cecaf7d,data/processed/wtbd_crops_v1/images/103_0.png,14,383,812,683,0,0,1024,1024,1024,0.229357719421,0.10_to_lt_0.25,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
112_0,112,3,thunderstrike,9810bbbb371ce071d971dabd92d8c138e2dc598b606ebcdb546adaf08de2d914,data/processed/wtbd_crops_v1/images/112_0.png,250,320,600,695,142,225,706,789,564,0.414893617021,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,3,thunderstrike,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
112_1,112,2,surface_injure,f29545e77e56a87d591c7bf84aa77e04c889cb81232335096d6bce63f0adabc9,data/processed/wtbd_crops_v1/images/112_1.png,56,95,691,281,0,0,954,954,954,0.130677847659,0.10_to_lt_0.25,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,2,surface_injure,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
142_0,142,2,surface_injure,8fd028eaaa5f05d1ff238150e20d413aa645960a53aa19f726f85cfc2bc82eb1,data/processed/wtbd_crops_v1/images/142_0.png,53,488,947,586,0,0,1024,1024,1024,0.0845003128052,lt_0.10,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,5,hide_craze,False,False,stable_wrong,not_recorded_for_svm,,,,,,,
146_0,146,5,hide_craze,818d92603f14e0a37b7bfead3993a104ba7ac9d389c9605a40fa0061b046d7d8,data/processed/wtbd_crops_v1/images/146_0.png,312,266,512,725,66,150,756,840,690,0.194202898551,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
156_0,156,0,craze,1cff7526554fb37785a7e61e5e63d1129f212f91830df29ca33767dbbe9709ff,data/processed/wtbd_crops_v1/images/156_0.png,577,500,825,774,494,430,907,843,413,0.401450439412,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
161_0,161,1,corrosion,5f68aab92aebb25a7dc55623483113aeec0d2837c2fd74d760a2ca9f7a012c43,data/processed/wtbd_crops_v1/images/161_0.png,450,8,878,1020,0,0,1024,1024,1024,0.414444923401,0.25_to_lt_0.50,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,1,corrosion,True,1,corrosion,True,False,stable_correct,not_recorded_for_svm,,,,,,,
163_0,163,5,hide_craze,d36bbd6dfe3957657e02dab113bb749ca2c36f5a0344b8c90e24831e14eb62ae,data/processed/wtbd_crops_v1/images/163_0.png,517,263,577,400,443,227,650,434,207,0.196457326892,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,False,5,hide_craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
166_0,166,0,craze,a46f5e41b94052c3883fcd44fce8ace3ab3ca2bc9636a29546e59e3065540e1b,data/processed/wtbd_crops_v1/images/166_0.png,295,305,584,406,221,137,656,572,435,0.15632183908,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,0,craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
167_0,167,0,craze,6c9bfe91d6568bbae8dd1cfe9664bb12f42969f0d1d9e9e985da9c0a390ac430,data/processed/wtbd_crops_v1/images/167_0.png,422,14,898,800,0,0,1024,1024,1024,0.358008384705,0.25_to_lt_0.50,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,1,corrosion,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
167_1,167,0,craze,fdfc8a7aee2209263e2b12443b1f93bcfc81132bf34d9f7f343174a1487e3472,data/processed/wtbd_crops_v1/images/167_1.png,181,8,341,300,40,0,480,440,440,0.243662190083,0.10_to_lt_0.25,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,0,craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
178_0,178,2,surface_injure,a646d7e02bb59bd7771cf3830d071f86ef6c0c98e7ec30b88cb773fef7fe5fbb,data/processed/wtbd_crops_v1/images/178_0.png,600,469,742,744,463,399,877,813,414,0.230273752013,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,4,crack,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
178_1,178,2,surface_injure,84be9cc43a4f6879973443a44f5d459e9c58fea7937fb1421d15fc1b4843c621,data/processed/wtbd_crops_v1/images/178_1.png,522,695,606,919,394,637,732,975,338,0.167404852771,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,2,surface_injure,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
178_2,178,2,surface_injure,b207c50c0fdf1ab51188353eacf597d7511dc5bdd6f179b8d2112725c6f0645d,data/processed/wtbd_crops_v1/images/178_2.png,433,5,578,766,0,0,1024,1024,1024,0.106098175049,0.10_to_lt_0.25,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,1,corrosion,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
198_0,198,0,craze,fe34bd184fba4f51e0f0edbbd5400658ecaa289ddd1e1856d0f63fbb757abda0,data/processed/wtbd_crops_v1/images/198_0.png,387,60,998,922,0,0,1024,1024,1024,0.503688812256,ge_0.50,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
198_1,198,5,hide_craze,f631b72bdc05732938f4bc617dbc1fef38077c97f739d087376cd9e76f0e8ec3,data/processed/wtbd_crops_v1/images/198_1.png,84,378,366,438,12,195,437,620,425,0.0955737024221,lt_0.10,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,False,5,hide_craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
209_0,209,5,hide_craze,20a20de9d8cbf7ae5ea827d9fc8c1ef4dd2938019521cda9fbcf250e9a4ebf41,data/processed/wtbd_crops_v1/images/209_0.png,25,372,473,436,0,66,674,740,674,0.0642450844861,lt_0.10,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,0,craze,False,True,beneficial_flip,not_recorded_for_svm,,,,,,,
214_0,214,0,craze,70446d695985dc5b2a603c0179479f637f7f2555d09fa448861504d86550fa97,data/processed/wtbd_crops_v1/images/214_0.png,72,400,942,886,0,0,1024,1024,1024,0.40452671051,0.25_to_lt_0.50,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,True,0,craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
216_0,216,4,crack,94d6e35ae70cbb8f5dbe85c4fff0a787549d22d07fc0d6d4ea57a47f7ec41010,data/processed/wtbd_crops_v1/images/216_0.png,478,111,556,175,457,83,576,202,119,0.362615634489,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,4,crack,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
217_0,217,2,surface_injure,5cad86ec59ad7179cb977c5407f606cd30ebe2d59bd50ec782cd43dc6403222a,data/processed/wtbd_crops_v1/images/217_0.png,834,514,891,713,712,463,1012,763,300,0.128888888889,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,5,hide_craze,False,False,stable_wrong,not_recorded_for_svm,,,,,,,
224_0,224,5,hide_craze,9828852531bfe74ece4605302735e285f5b118d81621bf54db15ee095481bc7d,data/processed/wtbd_crops_v1/images/224_0.png,12,660,845,930,0,0,1024,1024,1024,0.215543746948,0.10_to_lt_0.25,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
228_0,228,5,hide_craze,94ecbed6e9ef2cec88838962f26eab25638d75752b4e50406d242773f5bdbe6b,data/processed/wtbd_crops_v1/images/228_0.png,312,320,389,399,290,299,410,419,120,0.433333333333,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,False,5,hide_craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
228_1,228,5,hide_craze,83e2efe30e45ee83050a0adfe9b524c73931880c700925fa14eec9ca4ca2be4d,data/processed/wtbd_crops_v1/images/228_1.png,527,519,653,627,494,477,685,668,191,0.379457799951,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
234_0,234,2,surface_injure,5a1045f76ffd8ad6204510c772665e4550eb259ad932c64739bead6d468467c8,data/processed/wtbd_crops_v1/images/234_0.png,370,414,545,631,293,358,620,685,327,0.358817533129,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,True,2,surface_injure,True,False,stable_correct,not_recorded_for_svm,,,,,,,
234_1,234,5,hide_craze,aa38ee93dcda9815be4d6e007d5070364852b71e1a790fc895b96413486ab764,data/processed/wtbd_crops_v1/images/234_1.png,200,95,372,466,6,1,564,559,558,0.206690561529,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,False,5,hide_craze,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
234_2,234,5,hide_craze,f82effa1d12fadc25a0908465686a28b9b16455672ca563cbb39437e3eb803e4,data/processed/wtbd_crops_v1/images/234_2.png,394,161,648,377,329,77,712,460,383,0.377226649578,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
234_3,234,5,hide_craze,1cd7b3a288acbdb87738de82681d437f8ae321566246b166b0a4050772425fdc,data/processed/wtbd_crops_v1/images/234_3.png,512,667,675,822,470,621,716,867,246,0.422764227642,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
234_4,234,5,hide_craze,640c3f70d88aa18f80bc024ff78d8d5b55e8c494ebd1994d9d30bdac09bb8731,data/processed/wtbd_crops_v1/images/234_4.png,521,354,770,486,457,232,832,607,375,0.236444444444,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
238_0,238,4,crack,3487d8cd753eb21c5564d9a198fcebf217f1e91605ab1ebd0333eeff2507c2c9,data/processed/wtbd_crops_v1/images/238_0.png,106,172,294,316,57,101,341,385,284,0.339776334061,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,5,hide_craze,False,False,stable_wrong,not_recorded_for_svm,,,,,,,
238_1,238,4,crack,b5684aeeafbf5fa02dc8a904fb36b51224389113b81fceec8e79bd346494423b,data/processed/wtbd_crops_v1/images/238_1.png,578,49,767,206,529,0,814,285,285,0.369590643275,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,2,surface_injure,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
250_0,250,4,crack,4275446804984dd2c2827ba5f1ce9878b72adc864d51b0bc3e87ffaa25505d7e,data/processed/wtbd_crops_v1/images/250_0.png,678,286,819,530,564,223,932,591,368,0.256896857278,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,4,crack,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
252_0,252,4,crack,df652b85fa427ab0b8ef0800184ee13f2f275454a2edbb46da2887abf10b4869,data/processed/wtbd_crops_v1/images/252_0.png,469,105,561,174,444,69,584,209,140,0.332142857143,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,4,crack,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
255_0,255,2,surface_injure,b618f38949015552ac7a640d71b844e316fcd7058c1d02692ac60c3dc9c455eb,data/processed/wtbd_crops_v1/images/255_0.png,422,83,578,963,0,0,1024,1024,1024,0.131909370422,0.10_to_lt_0.25,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,1,corrosion,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
255_1,255,2,surface_injure,3ec847ba6d810ac1563ef005400141f1424371f4cf7e8a07ebf5aed787d4b02b,data/processed/wtbd_crops_v1/images/255_1.png,228,688,295,786,186,662,335,811,149,0.303229584253,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,2,surface_injure,True,2,surface_injure,True,False,stable_correct,not_recorded_for_svm,,,,,,,
257_0,257,2,surface_injure,fc255803a050f8b7c8984bf6818aa63b2c255088eb0082cca0b4f7d33e4eaaad,data/processed/wtbd_crops_v1/images/257_0.png,344,405,525,805,133,303,735,905,602,0.201382986943,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,4,crack,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
257_1,257,2,surface_injure,5a8e700aad94a76cd3a9a30c8cc8e2ac4513a9ede9d923de46d2a047cf82eeec,data/processed/wtbd_crops_v1/images/257_1.png,403,814,677,1024,333,611,746,1024,413,0.340184910505,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,1,corrosion,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
269_0,269,4,crack,60ed9d440df7ca8ec88a563132a62361c4b61515cd1778b944e7ccf8e3904878,data/processed/wtbd_crops_v1/images/269_0.png,445,67,567,836,0,0,1024,1024,1024,0.0903224945068,lt_0.10,True,True,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,False,5,hide_craze,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
273_0,273,3,thunderstrike,ad055a618d46d8d27ee50016cb8ad0ca276760b9d9085f3bf8179d905509cc55,data/processed/wtbd_crops_v1/images/273_0.png,517,510,737,591,460,384,792,716,332,0.164410654667,0.10_to_lt_0.25,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,0,craze,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
273_1,273,2,surface_injure,e75d245a406e6c77af78cb06782c4eb2afecb734feb43f26c97c40ea5468bf6d,data/processed/wtbd_crops_v1/images/273_1.png,273,383,370,444,247,339,394,486,147,0.281179138322,0.25_to_lt_0.50,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,2,surface_injure,True,True,harmful_flip,not_recorded_for_svm,,,,,,,
276_0,276,5,hide_craze,cd5f37d9929b55a20610c8888f88c55198c3dfb428a507eb99d4f45f653124bb,data/processed/wtbd_crops_v1/images/276_0.png,1,222,480,313,0,0,720,720,720,0.0851851851852,lt_0.10,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,2,surface_injure,False,True,beneficial_flip,not_recorded_for_svm,,,,,,,
276_1,276,5,hide_craze,1a063b3a7f375791d9e25ae513d04bcbae7594cd868425ecdf025ca4f8578210,data/processed/wtbd_crops_v1/images/276_1.png,498,310,842,380,410,85,928,603,518,0.0912888895514,lt_0.10,False,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,2,surface_injure,False,True,beneficial_flip,not_recorded_for_svm,,,,,,,
284_0,284,5,hide_craze,fef1b28c9aab500f4a769350228a9ce9db7fbd183a542f330b466f9395e956af,data/processed/wtbd_crops_v1/images/284_0.png,695,330,755,775,355,217,1024,886,669,0.0607872446437,lt_0.10,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,True,5,hide_craze,True,False,stable_correct,not_recorded_for_svm,,,,,,,
285_0,285,2,surface_injure,14fee33fce4eae03548fe56ac9aa877d189c4603a54490a89d517b2d21be24dc,data/processed/wtbd_crops_v1/images/285_0.png,664,2,1024,225,482,0,1024,542,542,0.275268582944,0.25_to_lt_0.50,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,0,craze,False,5,hide_craze,False,True,changed_wrong,not_recorded_for_svm,,,,,,,
285_1,285,2,surface_injure,54e71e633a71d853c93101ca0db0a4170cd81fb4643b9584449c02694b022256,data/processed/wtbd_crops_v1/images/285_1.png,998,664,1024,988,536,536,1024,1024,488,0.0368474536415,lt_0.10,True,False,lbp,not_applicable,brightness,severe,brightness_severe,0.25,5,hide_craze,False,5,hide_craze,False,False,stable_wrong,not_recorded_for_svm,,,,,,,
