instance_id,source_image_id,split,canonical_label,class_id
682_1,682,train,hide_craze,5
683_0,683,train,surface_injure,2
683_1,683,train,surface_injure,2
683_2,683,train,surface_injure,2
684_0,684,train,surface_injure,2
684_1,684,train,surface_injure,2
685_0,685,validation,craze,0
685_1,685,validation,craze,0
686_0,686,test,thunderstrike,3
687_0,687,validation,surface_injure,2
688_0,688,train,thunderstrike,3
689_0,689,test,surface_injure,2
689_1,689,test,surface_injure,2
689_2,689,test,surface_injure,2
689_3,689,test,surface_injure,2
690_0,690,train,thunderstrike,3
691_0,691,train,craze,0
692_0,692,train,craze,0
693_0,693,train,hide_craze,5
694_0,694,train,hide_craze,5
695_0,695,train,hide_craze,5
695_1,695,train,hide_craze,5
696_0,696,test,hide_craze,5
696_1,696,test,hide_craze,5
697_0,697,train,hide_craze,5
697_1,697,train,hide_craze,5
698_0,698,validation,hide_craze,5
699_0,699,test,thunderstrike,3
701_0,701,test,craze,0
702_0,702,train,surface_injure,2
702_1,702,train,surface_injure,2
703_0,703,train,corrosion,1
704_0,704,test,corrosion,1
705_0,705,train,hide_craze,5
706_0,706,validation,hide_craze,5
707_0,707,train,corrosion,1
708_0,708,train,thunderstrike,3
709_0,709,train,hide_craze,5
710_0,710,train,craze,0
711_0,711,train,surface_injure,2
712_0,712,train,corrosion,1
713_0,713,train,craze,0
714_0,714,train,craze,0
715_0,715,train,craze,0
716_0,716,train,craze,0
716_1,716,train,craze,0
717_0,717,train,craze,0
717_1,717,train,hide_craze,5
719_0,719,train,corrosion,1
719_1,719,train,corrosion,1
720_0,720,train,hide_craze,5
721_0,721,test,hide_craze,5
722_0,722,train,corrosion,1
723_0,723,train,hide_craze,5
724_0,724,validation,corrosion,1
725_0,725,train,craze,0
726_0,726,train,surface_injure,2
727_0,727,train,corrosion,1
728_0,728,train,craze,0
728_1,728,train,hide_craze,5
729_0,729,train,corrosion,1
730_0,730,validation,hide_craze,5
730_1,730,validation,craze,0
731_0,731,train,craze,0
732_0,732,train,corrosion,1
733_0,733,train,corrosion,1
733_1,733,train,corrosion,1
734_0,734,train,crack,4
736_0,736,validation,craze,0
737_0,737,train,hide_craze,5
737_1,737,train,hide_craze,5
738_0,738,validation,crack,4
739_0,739,validation,crack,4
739_1,739,validation,crack,4
740_0,740,validation,surface_injure,2
741_0,741,train,craze,0
742_0,742,train,craze,0
754_0,754,train,thunderstrike,3
754_1,754,train,hide_craze,5
754_2,754,train,hide_craze,5
756_0,756,train,hide_craze,5
757_0,757,train,hide_craze,5
757_1,757,train,hide_craze,5
765_0,765,validation,craze,0
787_0,787,validation,craze,0
809_0,809,validation,surface_injure,2
818_0,818,train,surface_injure,2
818_1,818,train,hide_craze,5
818_2,818,train,hide_craze,5
818_3,818,train,hide_craze,5
818_4,818,train,hide_craze,5
824_0,824,test,craze,0
834_0,834,train,thunderstrike,3
835_0,835,validation,thunderstrike,3
839_0,839,train,surface_injure,2
839_1,839,train,surface_injure,2
863_0,863,test,thunderstrike,3
864_0,864,test,surface_injure,2
871_0,871,train,hide_craze,5
871_1,871,train,craze,0
874_0,874,train,thunderstrike,3
875_0,875,test,hide_craze,5
875_1,875,test,hide_craze,5
880_0,880,train,thunderstrike,3
883_0,883,train,hide_craze,5
883_1,883,train,craze,0
885_0,885,train,hide_craze,5
885_1,885,train,craze,0
893_0,893,train,craze,0
894_0,894,train,thunderstrike,3
895_0,895,train,hide_craze,5
895_1,895,train,craze,0
920_0,920,validation,corrosion,1
932_0,932,train,corrosion,1
945_0,945,train,thunderstrike,3
955_0,955,validation,corrosion,1
963_0,963,train,hide_craze,5
965_0,965,train,surface_injure,2
969_0,969,train,hide_craze,5
980_0,980,train,thunderstrike,3
980_1,980,train,surface_injure,2
980_2,980,train,surface_injure,2
984_0,984,train,hide_craze,5
986_0,986,train,hide_craze,5
992_0,992,train,surface_injure,2
997_0,997,train,hide_craze,5
998_0,998,train,corrosion,1
1002_0,1002,train,corrosion,1
1004_0,1004,train,hide_craze,5
1004_1,1004,train,craze,0
1007_0,1007,train,surface_injure,2
1008_0,1008,train,surface_injure,2
1010_0,1010,train,hide_craze,5
1017_0,1017,test,hide_craze,5
1017_1,1017,test,hide_craze,5
1019_0,1019,train,thunderstrike,3
1046_0,1046,train,craze,0
1048_0,1048,train,corrosion,1
1060_0,1060,train,surface_injure,2
1060_1,1060,train,surface_injure,2
1060_2,1060,train,surface_injure,2
1061_0,1061,train,craze,0
1063_0,1063,train,corrosion,1
1063_1,1063,train,corrosion,1
1064_0,1064,train,craze,0
