method,seed,instance_id,source_image_id,true_label,corruption_family,severity,clean_prediction,corrupted_prediction,clean_correct,corrupted_correct,prediction_changed,harmful_flip,beneficial_flip,logit_craze,logit_corrosion,logit_surface_injure,logit_thunderstrike,logit_crack,logit_hide_craze
lbp,,563_0,563,craze,jpeg,mild,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,566_0,566,corrosion,jpeg,mild,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,569_0,569,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,574_0,574,craze,jpeg,mild,craze,craze,True,True,False,False,False,,,,,,
lbp,,580_0,580,craze,jpeg,mild,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,591_0,591,thunderstrike,jpeg,mild,craze,corrosion,False,False,True,False,False,,,,,,
lbp,,591_1,591,surface_injure,jpeg,mild,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,591_2,591,surface_injure,jpeg,mild,craze,corrosion,False,False,True,False,False,,,,,,
lbp,,597_0,597,hide_craze,jpeg,mild,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,598_0,598,corrosion,jpeg,mild,craze,crack,False,False,True,False,False,,,,,,
lbp,,598_1,598,corrosion,jpeg,mild,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,600_0,600,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,610_0,610,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,623_0,623,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,623_1,623,surface_injure,jpeg,mild,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,633_0,633,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,642_0,642,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,642_1,642,surface_injure,jpeg,mild,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,643_0,643,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,650_0,650,corrosion,jpeg,mild,crack,hide_craze,False,False,True,False,False,,,,,,
lbp,,655_0,655,hide_craze,jpeg,mild,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,658_0,658,corrosion,jpeg,mild,hide_craze,crack,False,False,True,False,False,,,,,,
lbp,,663_0,663,hide_craze,jpeg,mild,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,671_0,671,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,671_1,671,surface_injure,jpeg,mild,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,677_0,677,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,686_0,686,thunderstrike,jpeg,mild,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,689_0,689,surface_injure,jpeg,mild,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,689_1,689,surface_injure,jpeg,mild,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,689_2,689,surface_injure,jpeg,mild,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,689_3,689,surface_injure,jpeg,mild,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,696_0,696,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,696_1,696,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,699_0,699,thunderstrike,jpeg,mild,thunderstrike,thunderstrike,True,True,False,False,False,,,,,,
lbp,,701_0,701,craze,jpeg,mild,craze,craze,True,True,False,False,False,,,,,,
lbp,,704_0,704,corrosion,jpeg,mild,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,721_0,721,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,824_0,824,craze,jpeg,mild,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,863_0,863,thunderstrike,jpeg,mild,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,864_0,864,surface_injure,jpeg,mild,craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,875_0,875,hide_craze,jpeg,mild,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,875_1,875,hide_craze,jpeg,mild,craze,surface_injure,False,False,True,False,False,,,,,,
lbp,,1017_0,1017,hide_craze,jpeg,mild,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,1017_1,1017,hide_craze,jpeg,mild,craze,hide_craze,False,True,True,False,True,,,,,,
lbp,,13_0,13,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,13_1,13,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,32_0,32,thunderstrike,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,32_1,32,thunderstrike,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,46_0,46,corrosion,jpeg,moderate,corrosion,hide_craze,True,False,True,True,False,,,,,,
lbp,,46_1,46,corrosion,jpeg,moderate,corrosion,surface_injure,True,False,True,True,False,,,,,,
lbp,,48_0,48,surface_injure,jpeg,moderate,craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,51_0,51,craze,jpeg,moderate,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,51_1,51,craze,jpeg,moderate,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,54_0,54,hide_craze,jpeg,moderate,hide_craze,corrosion,True,False,True,True,False,,,,,,
lbp,,54_1,54,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,57_0,57,craze,jpeg,moderate,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,57_1,57,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,61_0,61,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,61_1,61,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,61_2,61,craze,jpeg,moderate,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,65_0,65,corrosion,jpeg,moderate,crack,hide_craze,False,False,True,False,False,,,,,,
lbp,,67_0,67,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,71_0,71,craze,jpeg,moderate,craze,craze,True,True,False,False,False,,,,,,
lbp,,73_0,73,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,81_0,81,craze,jpeg,moderate,craze,craze,True,True,False,False,False,,,,,,
lbp,,81_1,81,craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,81_2,81,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,88_0,88,crack,jpeg,moderate,crack,surface_injure,True,False,True,True,False,,,,,,
lbp,,93_0,93,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,103_0,103,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,112_0,112,thunderstrike,jpeg,moderate,thunderstrike,corrosion,True,False,True,True,False,,,,,,
lbp,,112_1,112,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,142_0,142,surface_injure,jpeg,moderate,hide_craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,146_0,146,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,156_0,156,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,161_0,161,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,163_0,163,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,166_0,166,craze,jpeg,moderate,craze,hide_craze,True,False,True,True,False,,,,,,
lbp,,167_0,167,craze,jpeg,moderate,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,167_1,167,craze,jpeg,moderate,craze,hide_craze,True,False,True,True,False,,,,,,
lbp,,178_0,178,surface_injure,jpeg,moderate,crack,surface_injure,False,True,True,False,True,,,,,,
lbp,,178_1,178,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,178_2,178,surface_injure,jpeg,moderate,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,198_0,198,craze,jpeg,moderate,craze,hide_craze,True,False,True,True,False,,,,,,
lbp,,198_1,198,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,209_0,209,hide_craze,jpeg,moderate,craze,craze,False,False,False,False,False,,,,,,
lbp,,214_0,214,craze,jpeg,moderate,craze,craze,True,True,False,False,False,,,,,,
lbp,,216_0,216,crack,jpeg,moderate,crack,crack,True,True,False,False,False,,,,,,
lbp,,217_0,217,surface_injure,jpeg,moderate,hide_craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,224_0,224,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,228_0,228,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,228_1,228,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,234_0,234,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,234_1,234,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,234_2,234,hide_craze,jpeg,moderate,hide_craze,crack,True,False,True,True,False,,,,,,
lbp,,234_3,234,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,234_4,234,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,238_0,238,crack,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,238_1,238,crack,jpeg,moderate,surface_injure,hide_craze,False,False,True,False,False,,,,,,
lbp,,250_0,250,crack,jpeg,moderate,crack,crack,True,True,False,False,False,,,,,,
lbp,,252_0,252,crack,jpeg,moderate,crack,crack,True,True,False,False,False,,,,,,
lbp,,255_0,255,surface_injure,jpeg,moderate,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,255_1,255,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,257_0,257,surface_injure,jpeg,moderate,crack,surface_injure,False,True,True,False,True,,,,,,
lbp,,257_1,257,surface_injure,jpeg,moderate,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,269_0,269,crack,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,273_0,273,thunderstrike,jpeg,moderate,craze,thunderstrike,False,True,True,False,True,,,,,,
lbp,,273_1,273,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,276_0,276,hide_craze,jpeg,moderate,surface_injure,corrosion,False,False,True,False,False,,,,,,
lbp,,276_1,276,hide_craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,284_0,284,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,285_0,285,surface_injure,jpeg,moderate,hide_craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,285_1,285,surface_injure,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,318_0,318,crack,jpeg,moderate,crack,hide_craze,True,False,True,True,False,,,,,,
lbp,,322_0,322,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,323_0,323,corrosion,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,326_0,326,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,326_1,326,craze,jpeg,moderate,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,332_0,332,surface_injure,jpeg,moderate,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,363_0,363,surface_injure,jpeg,moderate,craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,370_0,370,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,370_1,370,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,370_2,370,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,373_0,373,corrosion,jpeg,moderate,corrosion,crack,True,False,True,True,False,,,,,,
lbp,,379_0,379,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,379_1,379,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,388_0,388,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,389_0,389,crack,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,390_0,390,corrosion,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,394_0,394,crack,jpeg,moderate,crack,crack,True,True,False,False,False,,,,,,
lbp,,405_0,405,corrosion,jpeg,moderate,corrosion,hide_craze,True,False,True,True,False,,,,,,
lbp,,407_0,407,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,408_0,408,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,408_1,408,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,410_0,410,corrosion,jpeg,moderate,craze,crack,False,False,True,False,False,,,,,,
lbp,,410_1,410,corrosion,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,432_0,432,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,438_0,438,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,440_0,440,crack,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,447_0,447,crack,jpeg,moderate,crack,hide_craze,True,False,True,True,False,,,,,,
lbp,,447_1,447,crack,jpeg,moderate,crack,hide_craze,True,False,True,True,False,,,,,,
lbp,,451_0,451,corrosion,jpeg,moderate,corrosion,crack,True,False,True,True,False,,,,,,
lbp,,457_0,457,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,457_1,457,hide_craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,457_2,457,hide_craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,464_0,464,craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,464_1,464,hide_craze,jpeg,moderate,hide_craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,469_0,469,craze,jpeg,moderate,craze,crack,True,False,True,True,False,,,,,,
lbp,,473_0,473,crack,jpeg,moderate,crack,crack,True,True,False,False,False,,,,,,
lbp,,476_0,476,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,479_0,479,surface_injure,jpeg,moderate,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,479_1,479,thunderstrike,jpeg,moderate,thunderstrike,hide_craze,True,False,True,True,False,,,,,,
lbp,,501_0,501,corrosion,jpeg,moderate,craze,corrosion,False,True,True,False,True,,,,,,
lbp,,505_0,505,corrosion,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,511_0,511,hide_craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,511_1,511,hide_craze,jpeg,moderate,corrosion,surface_injure,False,False,True,False,False,,,,,,
lbp,,521_0,521,corrosion,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,521_1,521,corrosion,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,541_0,541,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,546_0,546,corrosion,jpeg,moderate,corrosion,hide_craze,True,False,True,True,False,,,,,,
lbp,,546_1,546,corrosion,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,546_2,546,corrosion,jpeg,moderate,hide_craze,corrosion,False,True,True,False,True,,,,,,
lbp,,563_0,563,craze,jpeg,moderate,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,566_0,566,corrosion,jpeg,moderate,corrosion,corrosion,True,True,False,False,False,,,,,,
lbp,,569_0,569,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,574_0,574,craze,jpeg,moderate,craze,craze,True,True,False,False,False,,,,,,
lbp,,580_0,580,craze,jpeg,moderate,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,591_0,591,thunderstrike,jpeg,moderate,craze,corrosion,False,False,True,False,False,,,,,,
lbp,,591_1,591,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,591_2,591,surface_injure,jpeg,moderate,craze,corrosion,False,False,True,False,False,,,,,,
lbp,,597_0,597,hide_craze,jpeg,moderate,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,598_0,598,corrosion,jpeg,moderate,craze,crack,False,False,True,False,False,,,,,,
lbp,,598_1,598,corrosion,jpeg,moderate,corrosion,hide_craze,True,False,True,True,False,,,,,,
lbp,,600_0,600,hide_craze,jpeg,moderate,hide_craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,610_0,610,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,623_0,623,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,623_1,623,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,633_0,633,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,642_0,642,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,642_1,642,surface_injure,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,643_0,643,hide_craze,jpeg,moderate,hide_craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,650_0,650,corrosion,jpeg,moderate,crack,hide_craze,False,False,True,False,False,,,,,,
lbp,,655_0,655,hide_craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,658_0,658,corrosion,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,663_0,663,hide_craze,jpeg,moderate,surface_injure,thunderstrike,False,False,True,False,False,,,,,,
lbp,,671_0,671,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,671_1,671,surface_injure,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,677_0,677,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,686_0,686,thunderstrike,jpeg,moderate,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,689_0,689,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,689_1,689,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,689_2,689,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,689_3,689,surface_injure,jpeg,moderate,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,696_0,696,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,696_1,696,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,699_0,699,thunderstrike,jpeg,moderate,thunderstrike,surface_injure,True,False,True,True,False,,,,,,
lbp,,701_0,701,craze,jpeg,moderate,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,704_0,704,corrosion,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,721_0,721,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,824_0,824,craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,863_0,863,thunderstrike,jpeg,moderate,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,864_0,864,surface_injure,jpeg,moderate,craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,875_0,875,hide_craze,jpeg,moderate,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,875_1,875,hide_craze,jpeg,moderate,craze,surface_injure,False,False,True,False,False,,,,,,
lbp,,1017_0,1017,hide_craze,jpeg,moderate,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,1017_1,1017,hide_craze,jpeg,moderate,craze,hide_craze,False,True,True,False,True,,,,,,
lbp,,13_0,13,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,13_1,13,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,32_0,32,thunderstrike,jpeg,severe,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,32_1,32,thunderstrike,jpeg,severe,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,46_0,46,corrosion,jpeg,severe,corrosion,hide_craze,True,False,True,True,False,,,,,,
lbp,,46_1,46,corrosion,jpeg,severe,corrosion,surface_injure,True,False,True,True,False,,,,,,
lbp,,48_0,48,surface_injure,jpeg,severe,craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,51_0,51,craze,jpeg,severe,corrosion,corrosion,False,False,False,False,False,,,,,,
lbp,,51_1,51,craze,jpeg,severe,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,54_0,54,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,54_1,54,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,57_0,57,craze,jpeg,severe,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,57_1,57,surface_injure,jpeg,severe,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,61_0,61,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,61_1,61,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,61_2,61,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,65_0,65,corrosion,jpeg,severe,crack,surface_injure,False,False,True,False,False,,,,,,
lbp,,67_0,67,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,71_0,71,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,73_0,73,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,81_0,81,craze,jpeg,severe,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,81_1,81,craze,jpeg,severe,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,81_2,81,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,88_0,88,crack,jpeg,severe,crack,surface_injure,True,False,True,True,False,,,,,,
lbp,,93_0,93,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,103_0,103,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,112_0,112,thunderstrike,jpeg,severe,thunderstrike,corrosion,True,False,True,True,False,,,,,,
lbp,,112_1,112,surface_injure,jpeg,severe,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,142_0,142,surface_injure,jpeg,severe,hide_craze,surface_injure,False,True,True,False,True,,,,,,
lbp,,146_0,146,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,156_0,156,craze,jpeg,severe,craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,161_0,161,corrosion,jpeg,severe,corrosion,surface_injure,True,False,True,True,False,,,,,,
lbp,,163_0,163,hide_craze,jpeg,severe,hide_craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,166_0,166,craze,jpeg,severe,craze,hide_craze,True,False,True,True,False,,,,,,
lbp,,167_0,167,craze,jpeg,severe,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,167_1,167,craze,jpeg,severe,craze,hide_craze,True,False,True,True,False,,,,,,
lbp,,178_0,178,surface_injure,jpeg,severe,crack,surface_injure,False,True,True,False,True,,,,,,
lbp,,178_1,178,surface_injure,jpeg,severe,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,178_2,178,surface_injure,jpeg,severe,corrosion,crack,False,False,True,False,False,,,,,,
lbp,,198_0,198,craze,jpeg,severe,craze,hide_craze,True,False,True,True,False,,,,,,
lbp,,198_1,198,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,209_0,209,hide_craze,jpeg,severe,craze,corrosion,False,False,True,False,False,,,,,,
lbp,,214_0,214,craze,jpeg,severe,craze,corrosion,True,False,True,True,False,,,,,,
lbp,,216_0,216,crack,jpeg,severe,crack,crack,True,True,False,False,False,,,,,,
lbp,,217_0,217,surface_injure,jpeg,severe,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,224_0,224,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,228_0,228,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,228_1,228,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,234_0,234,surface_injure,jpeg,severe,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,234_1,234,hide_craze,jpeg,severe,hide_craze,surface_injure,True,False,True,True,False,,,,,,
lbp,,234_2,234,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,234_3,234,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,234_4,234,hide_craze,jpeg,severe,hide_craze,hide_craze,True,True,False,False,False,,,,,,
lbp,,238_0,238,crack,jpeg,severe,hide_craze,hide_craze,False,False,False,False,False,,,,,,
lbp,,238_1,238,crack,jpeg,severe,surface_injure,surface_injure,False,False,False,False,False,,,,,,
lbp,,250_0,250,crack,jpeg,severe,crack,hide_craze,True,False,True,True,False,,,,,,
lbp,,252_0,252,crack,jpeg,severe,crack,hide_craze,True,False,True,True,False,,,,,,
lbp,,255_0,255,surface_injure,jpeg,severe,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,255_1,255,surface_injure,jpeg,severe,surface_injure,surface_injure,True,True,False,False,False,,,,,,
lbp,,257_0,257,surface_injure,jpeg,severe,crack,surface_injure,False,True,True,False,True,,,,,,
lbp,,257_1,257,surface_injure,jpeg,severe,corrosion,hide_craze,False,False,True,False,False,,,,,,
lbp,,269_0,269,crack,jpeg,severe,hide_craze,surface_injure,False,False,True,False,False,,,,,,
lbp,,273_0,273,thunderstrike,jpeg,severe,craze,hide_craze,False,False,True,False,False,,,,,,
lbp,,273_1,273,surface_injure,jpeg,severe,surface_injure,surface_injure,True,True,False,False,False,,,,,,
